"","r1","r2","K1","K2","e11","e12","e21","e22","h11","h12","h21","h22","a11","a12","a21","a22","w11","w22","m1","m2","R1","R2","C1","C2","max.Re.eigen","max.Im.eigen","feas.4sp","steady.4sp","species","mut.suc","p.try","sim.number","sequence"
"1",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2,1.2,1.2,2,0.6,0.6,1,1,1.48752232257955,1.4875223225796,0.747610199064009,0.747610199063965,-0.0290354615927882,0.559664927971479,1,1,NA,NA,NA,1,1
"2",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.01,1.19,1.2,2,0.6,0.6,1,1,1.48506697630362,1.48872440999063,0.745366088366081,0.749646876872812,-0.028881562841403,0.559771863575664,1,1,1,1,1,1,2
"3",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.01,1.19,1.2,2,0.6,0.6,1,1,1.48506697630362,1.48872440999063,0.745366088366081,0.749646876872812,-0.028881562841403,0.559771863575664,1,1,1,0,1,1,3
"4",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.01,1.19,1.2,2,0.6,0.6,1,1,1.48506697630362,1.48872440999063,0.745366088366081,0.749646876872812,-0.028881562841403,0.559771863575664,1,1,1,0,1,1,4
"5",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.01,1.19,1.2,2,0.6,0.6,1,1,1.48506697630362,1.48872440999063,0.745366088366081,0.749646876872812,-0.028881562841403,0.559771863575664,1,1,1,0,1,1,5
"6",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.02,1.18,1.2,2,0.6,0.6,1,1,1.48387175213924,1.48969516764381,0.741879349663106,0.752414176042201,-0.0286641460773808,0.559728126165892,1,1,1,1,1,1,6
"7",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.02,1.18,1.2,2,0.6,0.6,1,1,1.48387175213924,1.48969516764381,0.741879349663106,0.752414176042201,-0.0286641460773808,0.559728126165892,1,1,1,0,1,1,7
"8",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.03,1.17,1.2,2,0.6,0.6,1,1,1.48086761286642,1.48892266543291,0.738800495288827,0.755424484561966,-0.028560445330109,0.559998580404174,1,1,1,1,1,1,8
"9",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.04,1.16,1.2,2,0.6,0.6,1,1,1.47861880403432,1.48997727362277,0.7363398841892,0.757572481475169,-0.0284042464039759,0.560081497596031,1,1,1,1,1,1,9
"10",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.04,1.16,1.2,2,0.6,0.6,1,1,1.47861880403432,1.48997727362277,0.7363398841892,0.757572481475169,-0.0284042464039759,0.560081497596031,1,1,1,0,1,1,10
"11",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.05,1.15,1.2,2,0.6,0.6,1,1,1.47646304359593,1.4902774263953,0.73329331555246,0.760193094408833,-0.0282461106690315,0.56017960107708,1,1,1,1,1,1,11
"12",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.06,1.14,1.2,2,0.6,0.6,1,1,1.47452030193389,1.49085903167979,0.73042620763888,0.762846878260877,-0.028107225997489,0.560288762749209,1,1,1,1,1,1,12
"13",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.07,1.13,1.2,2,0.6,0.6,1,1,1.47243636268803,1.4910351558602,0.727287396702961,0.765497217949153,-0.0279483117149079,0.56037715780549,1,1,1,1,1,1,13
"14",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.07,1.13,1.2,2,0.6,0.6,1,1,1.47243636268803,1.4910351558602,0.727287396702961,0.765497217949153,-0.0279483117149079,0.56037715780549,1,1,1,0,1,1,14
"15",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.07,1.13,1.2,2,0.6,0.6,1,1,1.47243636268803,1.4910351558602,0.727287396702961,0.765497217949153,-0.0279483117149079,0.56037715780549,1,1,1,0,1,1,15
"16",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.08,1.12,1.2,2,0.6,0.6,1,1,1.47061531056222,1.49162009065801,0.724391430938607,0.768149507454956,-0.0278098263478717,0.560472794005664,1,1,1,1,1,1,16
"17",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.08,1.12,1.2,2,0.6,0.6,1,1,1.47061531056222,1.49162009065801,0.724391430938607,0.768149507454956,-0.0278098263478717,0.560472794005664,1,1,1,0,1,1,17
"18",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.08,1.12,1.2,2,0.6,0.6,1,1,1.47061531056222,1.49162009065801,0.724391430938607,0.768149507454956,-0.0278098263478717,0.560472794005664,1,1,1,0,1,1,18
"19",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.08,1.12,1.2,2,0.6,0.6,1,1,1.47061531056222,1.49162009065801,0.724391430938607,0.768149507454956,-0.0278098263478717,0.560472794005664,1,1,1,0,1,1,19
"20",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.09,1.11,1.2,2,0.6,0.6,1,1,1.46863277959166,1.49181411613178,0.721285690897435,0.770808659644823,-0.0276588701526396,0.560561172495856,1,1,1,1,1,1,20
"21",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.1,1.1,1.2,2,0.6,0.6,1,1,1.46684027699944,1.49235144049845,0.718417441792741,0.773462542764162,-0.0275286895238953,0.56066219168336,1,1,1,1,1,1,21
"22",1,1,4,4,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,2.11,1.09,1.2,2,0.6,0.6,1,1,1.46491726928879,1.49253133310257,0.715323024002042,0.77609495583791,-0.0273803321727549,0.560744129108628,1,1,1,1,1,1,22
