"","R1_0","R2_0","C1_0","r1","r2","K1","K2","e11","e12","h11","h12","a11","a12","m1","w11","R1","R2","C1","steady"
"147",1.6145,1.4075,1.6535,1.9595,1.3295,4.301,2.525,0.6708,0.5244,0.2645,0.2575,3.0913,1.4065,0.7723,0.4811,0.827959600278175,0.907903226003069,1.66279719604983,1
"148",1.5425,1.9265,1.4795,0.5735,1.9175,2.183,2.087,0.8172,0.642,0.2615,0.2685,3.0289,2.0539,0.2431,0.6593,2.18300000018479,2.0870000037172,0,1
"149",1.2875,1.3355,0.8675,0.5045,1.8095,3.227,3.947,0.7804,0.7108,0.2945,0.3035,2.7715,2.9743,0.9073,0.5531,0,0.700556801569243,0.81684401595267,1
"150",0.6035,1.6265,1.2995,0.7625,1.2395,2.399,2.603,0.7052,0.8748,0.3375,0.5445,3.1927,3.8713,0.4429,0.2021,0,2.60300002264351,0,1
"151",1.3205,1.6235,0.7925,1.2065,0.8615,2.387,3.347,0.7652,0.5764,0.5035,0.5125,3.9571,3.0055,0.5023,0.4847,0,0,3.2583933555462,1
"152",1.3265,1.2815,1.5875,0.7325,1.0565,2.255,3.485,0.754,0.7204,0.3985,0.1795,1.0165,3.2239,0.3961,0.3641,0.653640650006076,0,0.64722534672175,1
"153",1.0385,1.7675,1.2905,1.3955,1.1255,3.611,2.783,0.7676,0.5932,0.2175,0.4655,2.7793,0.6187,0.4555,0.8231,0,1.93150331026186,0.866210680732486,1
"154",1.8425,0.7985,0.9485,0.6425,1.6835,4.913,2.831,0.5268,0.7812,0.3205,0.2875,2.3347,0.5719,0.5185,0.9419,0.615838910854307,0,0.351618860540794,1
"155",0.6785,1.8035,1.6655,1.3115,1.1465,3.497,3.155,0.7108,0.6044,0.4485,0.1895,1.5235,3.4189,0.7957,0.8357,0.817012217450055,1.26524073749355,1.3935319808823,1
"156",1.3985,0.6905,0.6605,0.7865,1.2005,3.647,2.981,0.8156,0.7852,0.4075,0.4175,3.0679,0.7669,0.3979,0.2111,0,0,0.904092736217715,1
"157",1.1405,0.6125,1.9745,1.6625,1.2545,4.079,4.553,0.81,0.8428,0.1265,0.1725,3.7231,0.9307,0.6535,0.4145,0.384496887640649,0.756454910316937,1.73814761242589,1
"158",1.5245,0.5345,0.5555,1.5845,1.7675,2.165,4.109,0.5028,0.6564,0.4615,0.3445,1.7263,3.6373,0.3043,0.8951,2.16500000006264,0,0,1
"159",1.3925,1.0415,0.9425,1.8065,1.8665,3.521,3.497,0.8188,0.634,0.1895,0.5645,1.0711,2.0695,0.3259,0.6863,0.401915167015773,0,1.61594656841577,1
"160",0.9065,1.1405,0.6935,1.6055,0.8555,4.835,3.773,0.5764,0.774,0.1105,0.1875,0.5485,3.0835,0.3169,0.7385,7.98662824991733e-23,0.143822445843951,0.289059213345765,1
"161",1.5815,0.5465,1.2125,1.9625,1.4015,4.379,3.509,0.5828,0.614,0.2315,0.5955,3.1303,3.1849,0.5203,0.9221,0,0,1.09538197707126,1
"162",0.9185,1.0775,1.6355,1.6325,0.7685,4.511,3.245,0.7476,0.5844,0.4335,0.3745,3.9259,2.2099,0.5689,0.8177,0.262155319819517,0.789910513773936,1.00150612472684,1
"163",1.8065,0.9215,0.6635,1.1045,0.5285,4.367,4.595,0.594,0.7076,0.2055,0.1985,2.6545,2.0773,0.6571,0.0869,0,0,1.47340741928798,1
"164",1.6685,1.2275,0.6065,1.3025,0.5225,2.039,3.779,0.8836,0.6148,0.5435,0.2985,2.4985,0.4861,0.2197,0.0905,0,0,3.51560547020259,1
"165",1.4555,1.7375,1.8965,1.8935,1.0805,3.107,2.819,0.8652,0.7036,0.5835,0.4355,0.3613,1.1101,0.7921,0.4919,3.10700000035325,2.819,0,1
"166",0.7985,1.2035,1.5515,1.1105,1.5095,2.393,3.287,0.7684,0.542,0.2855,0.4405,1.2427,3.2395,0.2971,0.1373,0,0.223073751406164,0.5726072621202,1
"167",0.9725,0.7235,0.8045,0.8495,1.0265,3.803,2.681,0.7268,0.8916,0.3545,0.2475,1.3753,2.6389,0.4447,0.7655,0,0.215622856093475,0.408078045101342,1
"168",0.5915,1.6055,1.4945,0.9515,0.9305,4.709,4.001,0.6892,0.8788,0.4465,0.3905,0.2131,0.9775,0.3007,0.5315,0,0,1.77009672225633,1
"169",1.8365,1.1705,1.3415,1.2005,1.6265,3.893,4.139,0.8092,0.5436,0.1015,0.1845,0.9385,3.8167,0.7219,0.4937,1.04522080524187,0,1.02889485113527,1
"170",1.3235,0.6005,1.7855,1.1465,0.5945,2.915,3.887,0.506,0.8884,0.1615,0.2885,3.3877,3.2941,0.5365,0.3587,0.449475550668832,0.152297661063127,0.55513907080849,1
"171",1.9865,1.6745,0.7955,0.6065,1.8155,3.467,2.627,0.7004,0.7292,0.1185,0.4665,1.9759,2.1397,0.3223,0.2453,3.46700000056094,2.627000000155,0,1
"172",1.5785,1.8695,1.8155,1.1195,0.5765,4.055,3.011,0.8684,0.5276,0.5665,0.5425,0.5719,1.9447,0.3385,0.6611,0,0,2.81942684589128,1
"173",1.1975,1.9865,0.8135,1.2785,1.4435,3.533,2.135,0.698,0.8772,0.5335,0.3815,2.7559,3.0211,0.4609,0.2255,0,2.13500000076371,0,1
"174",0.9155,1.6325,1.2245,0.7925,0.5915,2.369,3.503,0.5588,0.7476,0.3595,0.4425,3.6529,0.4939,0.9505,0.3623,2.3689997449366,3.50299982440394,2.04217607016689e-07,1
"175",1.2515,1.9325,1.0415,1.4285,1.9085,2.717,4.289,0.5884,0.606,0.2185,0.2135,0.2989,2.1475,0.5293,0.0797,0,0,1.43935969415056,1
"176",0.9305,1.2215,0.6095,1.3205,1.6745,3.821,4.949,0.7468,0.546,0.1875,0.3655,3.0445,2.4205,0.9307,0.1787,0,4.94900127284368,0,1
"177",0.8165,1.8575,1.1405,0.5555,1.1075,3.065,3.059,0.5636,0.8556,0.5625,0.1525,1.2895,1.3987,0.1333,0.3983,3.0650000003766,3.05900000001366,0,1
"178",1.7525,0.9965,0.7445,1.7915,0.7025,4.457,4.505,0.678,0.53,0.5275,0.2255,3.3097,0.6421,0.1549,0.9023,0,0,0.615883755235282,1
"179",1.5155,1.0595,0.8645,1.7675,1.3145,4.865,3.095,0.7412,0.51,0.3835,0.1295,0.6889,0.1975,0.6589,0.5945,4.86500000938288,0,0,1
"180",0.8255,1.1105,0.5645,1.2455,1.3325,3.383,3.137,0.7924,0.8468,0.2345,0.4595,3.2083,0.1117,0.8587,0.2777,0.452848990260416,1.75954537171417e-21,0.450804398838466,1
"181",0.6605,1.9685,1.4465,1.2575,1.1195,3.413,2.459,0.6548,0.8692,0.4835,0.5045,3.3487,0.3769,0.6967,0.3011,3.41300000553038,2.4590000000218,0,1
"182",0.6515,1.2185,0.5435,1.8245,1.1435,2.771,4.331,0.7868,0.5596,0.5815,0.3915,2.4907,0.2053,0.2539,0.1643,0,0,0,1
"183",1.7345,1.4855,1.1255,1.0115,0.8465,4.817,4.295,0.702,0.5076,0.1575,0.2655,0.1975,1.5781,0.9199,0.5675,0,0,0,1
"184",1.2575,1.3505,0.6515,1.2665,0.8945,2.153,3.479,0.874,0.6324,0.3465,0.2565,2.1007,3.8089,0.1045,0.2237,0,0,2.76119657223862,1
"185",1.9235,0.8975,1.4975,1.9535,1.3805,4.565,2.207,0.7316,0.726,0.5775,0.4035,2.4439,0.7747,0.7039,0.9203,0,0,0,1
"186",1.6205,1.7945,0.5735,1.8635,1.1945,4.769,3.899,0.5444,0.5468,0.5455,0.1565,2.5765,2.1631,0.6121,0.2273,0,0,0.486729554075927,1
"187",0.8945,0.6395,0.7625,1.1705,1.4555,2.579,3.749,0.7668,0.734,0.4085,0.3075,1.2349,2.2255,0.3655,0.1067,0,0.264205992413182,0.71783598027814,1
"188",1.7225,0.5375,1.1645,0.5495,0.8075,3.293,2.699,0.634,0.5524,0.4625,0.3825,3.4111,2.1007,0.2575,0.2849,0,0,0.812920460667344,1
"189",0.6305,1.4285,1.1555,1.7735,1.3565,2.831,3.599,0.7844,0.8612,0.3655,0.5145,2.1241,2.3971,0.8497,0.1265,0,0.835956248234658,0.882363763508049,1
"190",1.7705,1.2065,1.7465,1.6355,1.5815,4.877,3.515,0.8084,0.5372,0.4035,0.1245,3.4735,2.5843,0.5617,0.6251,0,0,1.4751107123127,1
"191",1.2065,0.8645,1.4585,0.5975,1.4705,3.203,4.355,0.782,0.6076,0.1485,0.2025,3.1537,0.8293,0.1855,0.5441,1.9262565918214e-22,0.392400700678425,1.71973152817696,1
"192",1.0415,1.1435,1.2875,1.1015,1.8935,2.423,4.067,0.8116,0.6988,0.2795,0.1915,2.8807,1.5859,0.6715,0.7709,0,4.06700000294601,0,1
"193",1.5995,0.6575,0.8915,1.5785,1.6535,2.951,3.611,0.6092,0.8524,0.2455,0.4285,0.7279,0.7123,0.2665,0.8573,0,0,4.8567378899869,1
"194",1.4705,1.0625,1.5725,1.2245,1.7915,3.923,3.443,0.8788,0.782,0.3435,0.1645,1.4221,1.0789,0.4951,0.1463,0.491224527033854,7.90753369925735e-23,0.933977711691943,1
"195",1.8845,0.7505,1.7195,1.1075,1.4045,4.889,4.667,0.8356,0.6588,0.2965,0.4985,2.5921,1.1725,0.9631,0.1481,2.34595889235973,1.49435570671177,2.148512867253,1
"196",1.7315,1.6625,1.1195,1.3985,1.8575,2.297,3.581,0.7716,0.6532,0.5985,0.4465,2.1787,1.2193,0.7309,0.9005,2.29700000982224,0,0,1
"197",1.2215,0.9995,0.7505,1.5515,1.6445,2.711,3.539,0.5492,0.822,0.1905,0.1955,3.9103,1.6249,0.8227,0.4361,0,0.765785039100039,0.985993491084091,1
"198",1.4765,0.7325,0.7655,0.8375,0.6665,4.631,2.975,0.6484,0.7084,0.2155,0.2315,0.2521,1.8823,0.9091,0.9131,0,0,0,1
"199",1.8515,1.1645,1.4015,1.7585,1.9715,2.639,3.161,0.8924,0.6852,0.2275,0.4145,1.1647,1.6951,0.3241,0.5099,0,0,6.66920157701781,1
"200",1.4585,0.8615,1.8905,1.9205,0.5255,4.961,3.809,0.5084,0.5196,0.3285,0.5095,0.9541,0.2911,0.1099,0.9275,0,0,2.21323421961883,1
"201",1.0865,0.9335,1.4885,0.9905,0.7205,4.883,4.745,0.6668,0.7748,0.1375,0.2245,2.4673,2.9197,0.6481,0.9347,4.88300029673545,0,0,1
"202",0.9095,1.8275,1.3805,1.7225,1.3625,4.583,4.517,0.6748,0.5364,0.1405,0.1865,2.7481,1.7263,0.7471,0.9293,0,4.51700000658098,0,1
"203",0.5675,1.2335,1.1975,0.9365,0.7415,3.371,4.931,0.5068,0.6092,0.4115,0.3475,1.1491,3.3253,0.1801,0.6719,0.362226478600824,0,0.852003965738107,1
"204",1.6235,0.7205,1.9415,1.1945,1.2185,2.549,3.131,0.7076,0.7028,0.5005,0.3235,1.5469,2.1163,0.9577,0.6323,2.54900000124138,3.13100000733393,0,1
"205",1.3085,1.3265,1.3715,1.0145,1.7345,4.595,4.427,0.5164,0.7428,0.3365,0.2905,0.4783,1.7653,0.4789,0.5747,0,4.42700077736736,0,1
"206",1.4645,1.0085,1.9025,1.4195,1.8305,3.671,4.385,0.5436,0.6068,0.3005,0.3215,2.9431,2.8417,0.8209,0.0887,1.95571264812903,0.48403660428293,1.44162522717984,1
"207",1.2125,0.7145,0.9455,1.4225,0.9605,2.609,4.979,0.6124,0.5292,0.3775,0.1495,1.3363,3.2785,0.8461,0.4181,1.7220957205525,0.833962681957881,1.0198227645402,1
"208",1.3295,0.8525,0.9005,0.8855,0.9515,3.695,3.341,0.7188,0.8988,0.5545,0.3025,3.9025,0.2287,0.7777,0.1733,0.692999003589113,1.31663215690197e-20,0.460801130422577,1
"209",1.8395,1.5695,0.6785,1.7555,1.7555,2.465,4.577,0.6876,0.8732,0.1115,0.3415,2.5531,3.6061,0.6841,0.8969,0,0,0.61433902997234,1
"210",1.3715,1.7555,1.1045,1.4105,1.6235,2.495,3.725,0.7396,0.8676,0.4705,0.1255,2.1397,2.4361,0.9397,0.2489,1.47635733957386,0,0.669150126138939,1
"211",1.0655,1.1765,1.9235,0.9095,0.7745,3.737,4.199,0.5484,0.5476,0.5235,0.1215,0.9697,0.6967,0.7111,0.0527,0,4.19900000369938,0,1
"212",1.3745,0.7025,0.7745,0.7655,1.8245,4.481,3.035,0.6644,0.862,0.3215,0.5195,0.7747,1.1647,0.9001,0.5153,3.09816731908007,0,0.540236560556664,1
"213",1.7795,0.5585,1.3175,1.6775,1.1735,4.067,2.771,0.5292,0.6572,0.2695,0.5715,3.1381,3.5047,0.1927,0.1391,0,0,1.28248240229595,1
"214",1.6985,0.8705,0.9515,1.2395,1.8875,4.487,2.297,0.7012,0.5892,0.1045,0.4945,1.6873,0.8527,0.1693,0.1859,0,0,1.9814457617518,1
"215",1.2485,1.0565,1.1615,1.0445,1.2425,4.307,3.353,0.5748,0.8852,0.5695,0.1625,1.8433,0.5563,0.2683,0.4235,0,0.573066833194844,1.94770516479618,1
"216",1.8545,1.2755,1.7585,1.2185,1.9355,3.431,4.391,0.5812,0.8044,0.2335,0.4245,3.8401,0.2989,0.1945,0.3839,3.43100000067689,0,0,1
"217",1.0805,1.5155,1.5995,1.3715,0.9485,2.489,4.247,0.8308,0.6372,0.1745,0.4735,3.4657,1.1881,0.6733,0.2723,0.695727913808507,0.622156810493593,1.32495296874158,1
"218",0.8795,0.5915,1.6445,0.7145,1.6355,4.577,2.123,0.878,0.618,0.3355,0.1075,2.8105,2.4283,0.4717,0.6125,0.120944415222182,0.417828545395485,0.875698103351272,1
"219",1.8125,0.8855,1.4285,1.7795,1.0685,4.199,2.591,0.6148,0.5284,0.2635,0.5595,0.2053,1.4221,0.9541,0.0833,0,0,0,1
"220",0.9635,0.5945,1.2005,1.9925,1.1855,3.437,3.257,0.6444,0.666,0.5865,0.5315,3.8323,3.0523,0.9865,0.6341,0,0,0,1
"221",1.2335,0.8015,1.4735,1.0775,1.6985,3.179,3.227,0.5772,0.5972,0.3935,0.4295,1.8901,2.6155,0.2053,0.1679,0.218806422074904,0,0.61722616368504,1
"222",1.8905,1.7465,1.9385,0.6875,0.5825,3.983,2.867,0.5004,0.5564,0.1935,0.1635,2.9509,0.7045,0.8299,0.2741,1.69860835402629,1.66455715136536,0.676489821293467,1
"223",1.3175,0.9845,1.0115,1.8335,1.3445,2.219,2.417,0.6308,0.6548,0.3855,0.2585,3.5983,3.5281,0.3889,0.0689,0,0,0,1
"224",1.7765,0.7175,0.7865,0.8195,1.4585,2.537,2.033,0.77,0.5956,0.5255,0.4755,0.5173,3.5983,0.5257,0.6197,1.4118528184482,0.80301174501276,1.554390620551,1
"225",1.7195,1.9145,1.2605,1.3775,1.2695,2.591,2.387,0.8532,0.714,0.3075,0.3365,2.5063,1.5157,0.9415,0.6035,0,0,4.58626260729344,1
"226",1.2785,0.5705,1.4555,1.0685,1.5005,3.275,4.091,0.8324,0.518,0.5155,0.2855,1.3519,1.3441,0.2521,0.7781,0,0,1.58142917867722,1
"227",1.5875,0.7295,1.8695,0.9125,0.9245,4.109,3.383,0.5788,0.698,0.4215,0.3565,0.1897,0.8605,0.2791,0.7745,4.10900000253895,0,0,1
"228",1.1465,1.7435,1.4765,1.9985,0.9695,4.121,2.291,0.5692,0.6476,0.3425,0.1435,3.7777,3.4423,0.5851,0.1751,0,0,1.31101899648772,1
"229",1.7255,1.9805,1.6745,0.6275,1.3925,2.855,4.361,0.6316,0.5316,0.2655,0.3325,3.4345,3.9103,0.6553,0.9329,0,0,2.3006941744052,1
"230",0.5615,1.3445,1.3865,1.3175,1.0085,4.763,3.767,0.63,0.7276,0.1675,0.3585,2.6389,1.8433,0.8047,0.8141,0.424479051805121,1.40328359480296,1.20175170685425,1
"231",1.3655,1.0325,1.3475,1.4495,1.6295,4.643,2.849,0.6508,0.6956,0.2725,0.4615,2.6779,3.7699,0.2395,0.8033,0,0,1.45670681474214,1
"232",0.8735,1.0505,1.0085,0.5795,0.8375,2.003,4.403,0.6036,0.7004,0.4985,0.3885,3.5749,0.9619,0.7543,0.4487,0.621616500880754,2.07939313953981,1.0521691894916,1
"233",0.8915,1.9355,0.9245,1.1855,1.9115,4.685,3.065,0.566,0.6596,0.5185,0.4435,1.1569,1.7965,0.3799,0.0959,0,3.06500000060774,0,1
"234",1.0145,1.8485,0.6545,0.5705,1.5545,2.993,4.913,0.654,0.682,0.1855,0.4215,2.8417,0.3067,0.1243,0.6629,0,4.91300000000055,4.7790581611713e-13,1
"235",0.8285,1.5095,1.8545,0.9455,1.6475,4.091,2.099,0.5804,0.6732,0.2245,0.4075,0.8839,2.4595,0.9991,0.1589,0,1.52676265132345,0.462057325825322,1
"236",0.7805,1.0535,1.6295,0.6125,0.9845,3.911,4.613,0.7596,0.8164,0.2865,0.3255,1.7731,1.4767,0.4519,0.4127,0.361061479048111,0.482992689595616,1.1065164643337,1
"237",1.9145,1.3565,1.8275,1.3805,1.7405,4.991,3.935,0.818,0.8372,0.1815,0.5895,2.7949,3.4891,0.3295,0.7205,0,0,1.79493184623227,1
"238",1.2635,1.4465,1.7645,0.6215,1.6085,3.755,2.741,0.8076,0.6284,0.4725,0.5755,3.3955,0.8371,0.7759,0.4595,1.17433350423359,2.3233944216941,0.983228536052854,1
"239",1.2455,0.7745,1.2845,0.9155,1.4825,2.645,2.363,0.6684,0.7444,0.5595,0.4585,1.5157,3.3097,0.2863,0.8735,6.69532813091877e-22,0.141084444069287,0.511355201648715,1
"240",1.8665,0.6065,1.0595,1.7315,0.7715,2.849,2.237,0.8284,0.7916,0.3245,0.1745,0.4159,0.3535,0.4771,0.3335,1.70306269350363,0,2.05945456075035,1
"241",1.6355,1.5905,1.8425,1.4315,1.0145,4.739,4.991,0.7708,0.874,0.4655,0.2795,2.7091,0.7903,0.7741,0.8015,0,0,0.409221147024955,1
"242",1.4345,1.9745,1.2485,1.4465,1.9835,2.969,3.521,0.7692,0.5612,0.5095,0.2345,1.2193,3.6295,0.7003,0.2525,0,0,3.76487639051945,1
"243",1.0685,1.0835,1.3895,0.7565,0.6905,2.687,2.777,0.53,0.514,0.2575,0.2815,1.9993,2.2801,0.3367,0.3659,0.481103200535485,0.246612638726282,0.707194387785786,1
"244",0.6875,0.7445,0.6845,0.9245,1.9595,4.955,4.055,0.5116,0.6412,0.5535,0.4025,1.9057,2.9587,0.4627,0.1211,0,0.343733808651561,0.854265325848891,1
"245",1.2665,1.1585,1.0325,0.8885,1.1885,4.973,4.721,0.5716,0.8148,0.5075,0.5435,1.6561,3.6841,0.6319,0.7295,0,0.363883276158447,0.514670346891214,1
"246",1.9505,1.8305,1.5635,1.2965,1.0895,2.177,2.729,0.7532,0.6668,0.1635,0.2185,3.8557,2.7013,0.3313,0.5621,2.1770010293889,2.729,0,1
"247",1.3895,1.8815,0.7355,0.9635,0.9815,3.005,4.733,0.858,0.802,0.5805,0.2805,0.8527,2.2021,0.2899,0.6827,0,0,1.66704366203928,1
"248",1.4285,1.5845,0.6815,1.8905,1.2155,4.811,2.945,0.534,0.6876,0.4325,0.5915,3.4189,2.2723,0.5995,0.6071,0,0.792291225817612,0.807395840893429,1
"249",1.6385,1.6595,1.3595,1.7255,0.6755,3.335,2.963,0.5564,0.5252,0.1085,0.3205,1.9603,3.8479,0.8713,0.8717,0.929897916956041,1.09910141712722,1.02045781570581,1
"250",1.6595,1.3985,1.2635,0.6455,1.1915,4.679,3.647,0.5796,0.5012,0.3975,0.5865,1.2505,1.7185,0.7525,0.2885,4.34822702383512,3.28894163346612,0.409084836741086,1
"251",1.7915,0.8135,1.9295,1.9025,1.1975,2.519,3.305,0.554,0.854,0.1995,0.5065,2.8027,0.8137,0.3673,0.7979,2.5190000074406,0,0,1
"252",1.4405,1.5185,0.9725,1.2335,1.0055,3.341,3.659,0.7436,0.5772,0.3535,0.3225,1.3285,2.5531,0.4339,0.1175,3.34100000001957,0,4.19701723954197e-16,1
"253",0.7715,0.7385,0.5585,0.8345,1.3835,2.429,2.993,0.8756,0.5396,0.2625,0.2445,0.9619,2.1553,0.6823,0.1661,0,0.849215227825597,0.665530520266687,1
"254",1.9115,0.6245,1.4375,1.5005,1.6685,2.045,2.153,0.642,0.8084,0.5795,0.1095,1.3441,3.2707,0.5167,0.2813,1.12215919571235,0,0.944105747980718,1
"255",1.8695,1.7795,1.4165,1.1915,0.9755,4.721,2.789,0.6652,0.7044,0.3555,0.3095,2.9353,0.5173,0.5113,0.3389,0,1.8097528489823,0.853952864726983,1
"256",1.5575,1.2575,1.2695,0.5225,1.2365,3.161,2.141,0.7644,0.8212,0.1435,0.5465,0.7201,2.6779,0.7021,0.0581,3.16100022410708,0,0,1
"257",1.8245,1.2095,1.4135,1.4075,1.7825,4.781,3.185,0.6084,0.8292,0.3515,0.1145,3.7387,2.4049,0.5329,0.1499,0,0,1.81387245132789,1
"258",1.7855,0.6275,1.9355,0.5285,1.3055,3.863,2.669,0.6868,0.6812,0.2585,0.4505,0.2677,2.5063,0.8155,0.1445,3.60177999705134,1.25635882803221,0.833549702700827,1
"259",1.9085,0.8285,1.8095,0.9755,0.8405,2.963,2.411,0.5012,0.742,0.4425,0.5375,0.2365,0.1273,0.2377,0.1103,0,0,0,1
"260",1.1735,1.2725,0.5615,1.0895,0.5315,4.475,4.085,0.8572,0.5988,0.4495,0.4225,0.4003,3.6451,0.6373,0.5045,0,0.530548815533738,0.230540369969382,1
"261",0.5495,0.5195,1.6145,1.4645,1.8485,4.871,4.571,0.538,0.8196,0.3405,0.4845,1.6795,3.7231,0.1909,0.1535,0,0.0705182865675759,0.551017012784654,1
"262",1.8335,1.2485,1.0385,1.4705,1.1525,2.705,2.633,0.8348,0.5084,0.5015,0.4865,1.7341,3.9649,0.4753,0.8789,2.70500000000021,2.63300006277341,0,1
"263",1.1885,1.3955,1.2935,0.6545,1.8905,2.933,4.925,0.8492,0.5884,0.4585,0.2675,0.6733,1.9681,0.1495,0.7097,0,0,1.73918720003853,1
"264",0.8705,0.7895,1.3655,1.1585,1.8215,3.677,3.047,0.7588,0.5548,0.4545,0.4135,2.3581,0.1429,0.6895,0.7583,0.656447720899446,0,0.687514657601293,1
"265",0.8195,1.5125,1.9715,1.6265,1.1405,2.987,2.501,0.822,0.6724,0.5525,0.3185,3.6607,3.3877,0.6085,0.9239,2.79528559097916e-22,0.375309475029106,0.402011324226691,1
"266",0.5255,0.6215,0.6695,1.1975,0.8645,3.689,2.987,0.7388,0.6492,0.1885,0.4575,3.0835,3.0913,0.3439,0.2345,3.68900000000527,0,0,1
"267",1.4795,1.5065,1.3775,0.5825,1.9685,4.445,2.933,0.7756,0.8764,0.1685,0.5535,3.7075,1.9369,0.1675,0.7367,0,0,4.43711604510328,1
"268",1.7015,1.7585,0.7295,0.6155,1.5215,3.977,3.869,0.666,0.7068,0.4165,0.3575,3.2317,0.6811,0.4231,0.5279,0,1.11818958416441,2.02070466985521,1
"269",1.4855,1.8065,0.7175,1.7645,0.6245,2.327,3.707,0.71,0.8724,0.3915,0.5515,1.3987,1.0945,0.9847,0.3731,2.19223067214911,2.7180996211315,0.562712371387622,1
"270",0.5765,1.7495,1.0475,0.9935,1.4645,4.337,4.643,0.7908,0.6932,0.2605,0.4065,0.6499,1.4611,0.5347,0.7169,3.82667123882054e-20,0.769069226070338,1.21830603406593,1
"271",1.3805,1.3625,1.1795,1.5095,0.5375,3.323,4.493,0.6428,0.7356,0.3045,0.2975,2.2801,3.4267,0.1207,0.0599,0,4.4930000000639,0,1
"272",1.4915,1.4825,1.6955,0.7475,0.6935,3.785,4.079,0.5756,0.7404,0.2675,0.3795,2.8885,1.7419,0.9109,0.3857,1.1512327161864,1.1482381597284,0.84343816521787,1
"273",1.5965,1.0205,1.3205,1.0325,0.8915,2.663,4.049,0.7428,0.6756,0.3275,0.1515,0.5251,3.0601,0.8677,0.3965,2.15465532963925,0.864222631391431,0.83538813144485,1
"274",0.6845,1.4165,0.8435,0.6515,1.1135,2.873,2.357,0.79,0.746,0.1665,0.1685,0.8449,1.3363,0.6607,0.8105,0.625699234925195,1.43936530851868,1.0858072532555,1
"275",0.7325,1.3685,1.7675,1.5065,1.1285,3.365,4.817,0.6764,0.5116,0.5145,0.3675,2.8495,1.2973,0.4141,0.7349,0.256501100547614,1.00282787368651,1.69014692399765,1
"276",1.6775,1.4225,0.7415,0.5015,1.3235,4.439,2.921,0.5876,0.7092,0.5105,0.5385,2.4595,1.5469,0.4465,0.6557,1.28774239665752e-20,0.615756673039799,1.02156404972746,1
"277",1.5215,1.5875,1.9325,1.8575,1.5785,3.797,2.117,0.59,0.8756,0.5415,0.2435,3.7699,1.4923,0.9973,0.0851,0,0,1643.92002319532,1
"278",0.7895,0.6845,0.6485,0.7205,1.9475,4.649,2.447,0.5668,0.5308,0.5065,0.3755,3.7543,3.1459,0.9235,0.3371,4.64900000004874,2.44700000000727,0,1
"279",1.6535,0.7775,0.6425,1.4375,0.9965,2.777,4.367,0.8948,0.55,0.3145,0.2455,1.2037,2.9821,0.9739,0.6539,2.7770001202537,0,0,1
"280",1.3955,1.5605,1.1075,0.7265,1.1795,4.949,2.585,0.7628,0.6628,0.2435,0.1315,0.8371,3.5359,0.3709,0.4199,0,0,1.40716829209605,1
"281",1.1915,0.9515,1.8365,0.8825,1.6205,3.047,2.483,0.5676,0.5068,0.5365,0.3845,1.7185,3.5203,0.4393,0.4433,0.614989766107193,0.450257782984733,1.24881617025027,1
"282",1.1345,0.8675,0.8465,1.1255,1.7285,3.017,3.905,0.8732,0.6772,0.2825,0.5835,2.8183,1.4533,0.3493,0.2129,0.160021099232734,0,0.426353286115323,1
"283",0.5555,0.5495,0.5705,1.1135,1.4915,4.799,3.377,0.5148,0.786,0.3715,0.3485,2.3815,1.2427,0.4699,0.2921,0.600888989633319,0.598594408636713,1.86991686751076,1
"284",0.7655,0.5255,0.9635,0.9875,1.7375,2.843,2.495,0.6836,0.7652,0.1295,0.5935,0.1273,2.2489,0.4663,0.5513,0,0.424496748906238,1.00441715076813,1
"285",0.5945,1.0685,1.5815,1.0205,1.6805,3.485,3.587,0.7036,0.5324,0.5575,0.2145,2.2645,3.1693,0.3421,0.2219,3.48500000037893,0,0,1
"286",1.0775,1.8755,1.5695,1.4975,0.6215,4.667,3.149,0.8764,0.8172,0.3815,0.2835,0.5407,1.1023,0.6661,0.5693,0,3.14900400088362,0,1
"287",1.2995,1.7975,1.4345,1.5575,1.1585,3.287,4.145,0.5468,0.6268,0.4435,0.4265,1.6639,2.9665,0.4069,0.4721,0,0,1.86476695106217,1
"288",0.8765,1.6835,0.6305,1.0925,1.6325,2.225,2.747,0.8124,0.7468,0.1765,0.5575,1.9447,0.3613,0.8731,0.2399,2.2249999999988,2.74699999999931,2.3439509561896e-12,1
"289",1.0535,1.6175,1.1735,1.2035,1.9805,2.927,3.617,0.7196,0.6428,0.4375,0.4095,1.9837,1.3051,0.5005,0.5297,0,0.875869996504221,1.68836914618188,1
"290",1.9055,1.6025,1.8245,1.6235,0.9365,3.707,3.323,0.6788,0.6116,0.3255,0.4695,2.2957,3.2161,0.4357,0.1247,0,0,3.37558683161303,1
"291",1.5395,0.7265,1.8755,1.5035,1.8125,2.405,3.437,0.5924,0.6012,0.5475,0.4195,3.8089,2.3893,0.9649,0.9059,2.40499998791954,0,1.52531065514164e-08,1
"292",1.8635,1.7705,1.1495,0.6635,0.6635,4.793,3.629,0.8668,0.6084,0.2515,0.1345,1.6483,0.5329,0.6445,0.5225,0.821581224169417,1.74356950964061,1.1748459691814,1
"293",1.6415,1.9535,1.1315,0.8105,1.3085,3.131,2.231,0.542,0.506,0.2495,0.4565,2.4049,0.9073,0.3745,0.5081,0,0,9.24311584283349,1
