"","R1_0","R2_0","C1_0","C2_0","r1","r2","K1","K2","e11","e12","e21","e22","h11","h12","h21","h22","a11","a12","a21","a22","m1","m2","w11","w22","R1","R2","C1","C2","steady"
"241",0.79775,0.84425,0.68075,1.84925,0.71375,1.40975,2.0945,3.9545,0.841,0.647,0.5802,0.8678,0.24475,0.22075,0.35625,0.48275,0.24625,2.24695,0.95215,2.79295,0.98785,0.56215,0.57155,0.80105,1.1695870631721,0.398312985404959,-2.18512722632848e-51,1.16002322694506,1
"242",1.62575,1.85525,1.46075,1.81925,0.55775,1.49225,4.6145,2.6945,0.5238,0.8842,0.6398,0.879,0.50575,0.48375,0.14925,0.49575,2.46925,0.53875,0.60115,3.99415,0.77455,0.79165,0.39605,0.94235,2.8062846966199,0.387246921866975,0.256451993443796,0.739212497148554,1
"243",1.18475,1.04525,1.52525,1.08725,1.59575,1.35425,4.5935,2.8775,0.8666,0.6218,0.641,0.8114,0.20275,0.51425,0.38875,0.56775,2.13385,1.28755,2.23525,1.14715,0.67645,0.19945,0.61475,0.53645,2.85687623092123,2.07814426209906,6.45923639318607e-157,1.58100894856393,0
"244",1.42025,1.92875,1.78025,0.55025,0.86975,1.78775,4.2425,3.9755,0.8266,0.5002,0.501,0.5406,0.22125,0.48175,0.12375,0.27975,2.65255,2.50435,1.82185,1.48645,0.26515,0.95995,0.22955,0.21695,-0.00743229344027091,-0.831061193755412,-0.00590507195901513,2.28224444431343e-14,0
"245",1.19375,1.53125,0.61025,1.26275,1.42025,0.62825,3.5375,2.9555,0.5838,0.589,0.5006,0.6054,0.33025,0.16525,0.50875,0.35725,1.79845,2.58625,0.10975,2.85145,0.51535,0.61345,0.78935,0.58685,0.528946819499742,0.347765183322674,0.450606908070311,2.42570748755155e-97,0
"246",0.68075,0.81275,1.96925,0.86525,1.58675,0.51725,2.8655,3.1655,0.8634,0.8678,0.6686,0.707,0.14025,0.17175,0.26725,0.15675,1.59175,0.22285,2.02855,0.92875,0.17965,0.41995,0.26555,0.54455,0.354526121505474,0.307503280417522,3.06264017721313,8.23230868896159e-05,1
"247",1.83875,0.66125,0.67325,1.56725,0.91325,0.65975,2.9975,3.1055,0.8782,0.8438,0.6134,0.7034,0.38175,0.50275,0.39075,0.59775,0.92095,1.41235,0.39835,1.26805,0.48475,0.43255,0.35285,0.05855,0.962245928267018,0.325808675066396,1.41592429185261,1.73114699595749e-17,1
"248",1.30775,1.88375,1.58675,1.03475,1.56425,1.84325,2.0015,3.7415,0.7818,0.6974,0.527,0.6086,0.51975,0.49925,0.15875,0.23725,0.17605,3.09715,2.21185,2.73055,0.54325,0.50635,0.86855,0.59315,0.498142466835522,0.389059388342612,2.75335651743511e-92,1.38142462806756,1
"249",0.72125,0.68075,1.16825,1.79825,0.92975,0.71825,4.1855,4.4225,0.8674,0.6378,0.7986,0.5626,0.38925,0.17675,0.11975,0.36825,3.14785,1.67755,3.21025,2.68765,0.18145,0.52165,0.90725,0.92075,NA,NA,NA,NA,0
"250",0.76325,1.80725,0.75575,0.99575,0.68825,1.63175,2.3855,2.1815,0.8034,0.8326,0.8982,0.8194,0.57475,0.27175,0.21025,0.40025,2.29765,1.42795,3.74845,3.36625,0.80335,0.60625,0.44915,0.30965,0.0721792468449797,0.36051042557956,1.29544233826273e-186,0.767899582845933,0
"251",0.99275,0.69275,0.91925,1.27925,1.63775,1.01975,4.3955,3.3845,0.787,0.8358,0.7678,0.7162,0.22875,0.32725,0.22825,0.28425,1.21345,2.00905,2.65255,0.62845,0.97975,0.77455,0.29435,0.36905,0.734243502684963,1.07786990925495,0.441545582355486,1.20042966773445,1
"252",1.59875,0.65825,1.94825,1.02275,1.98725,0.78125,4.4675,4.5785,0.8566,0.5534,0.7818,0.7722,0.35225,0.32225,0.22275,0.27875,3.98635,0.72595,0.80785,2.62915,0.99325,0.72865,0.51035,0.21245,0.931279019077882,1.05904266123149,1.11631504950485,0.76341854536429,1
"253",0.76175,1.60475,1.85825,1.28375,1.40225,1.34675,3.7595,2.9885,0.741,0.5426,0.5702,0.7002,0.26825,0.39825,0.17175,0.37775,3.32335,1.24075,3.41305,3.70945,0.25255,0.12385,0.27455,0.24755,NA,NA,NA,NA,0
"254",0.92675,1.22975,1.35125,1.27775,0.96725,0.60425,4.6775,4.6745,0.8938,0.7662,0.5598,0.6038,0.28475,0.53875,0.22075,0.12675,1.35385,3.41305,0.33985,3.63535,0.97075,0.88615,0.11255,0.30335,1.56029416472744,0.0724395201686218,0.960040629601243,-1.27276408075886e-35,1
"255",1.17575,1.95275,1.46225,0.82475,0.68225,1.99175,3.7115,2.2565,0.5022,0.713,0.673,0.7218,0.55275,0.14475,0.21675,0.45325,3.59245,3.91225,0.72595,2.39125,0.57565,0.60895,0.60305,0.36635,0.0901967659011811,0.322647435083779,0.734548180710586,4.46377989699473e-11,1
"256",0.51875,1.47275,1.79225,1.97375,1.87175,1.06775,4.9295,4.2035,0.8062,0.8706,0.7042,0.5698,0.34625,0.21675,0.38225,0.50725,3.40135,0.73375,2.14555,0.55825,0.90235,0.57025,0.19985,0.34025,0.84774531786989,1.68990770659778,0.548875304904458,2.091830728173,1
"257",1.37825,0.80675,0.57875,1.05575,1.03775,1.19525,3.2855,4.6895,0.503,0.7382,0.5122,0.5986,0.15575,0.14325,0.55525,0.48625,2.60965,1.13935,2.18065,2.58625,0.73045,0.97075,0.45815,0.91445,0.545632236668457,1.11305295605644,1.35058000650183,1.65701410056132e-20,1
"258",1.97675,1.87175,1.00175,1.22825,0.70175,1.52825,4.6835,4.4345,0.6786,0.7506,0.8746,0.617,0.44475,0.20725,0.24025,0.14625,0.94435,0.27355,3.32335,0.79615,0.64405,0.14005,0.80105,0.42935,0.0274762657814678,0.31056825773535,-1.58478671161108e-55,2.06406210295457,1
"259",1.52375,1.42925,1.58225,1.54925,1.16525,1.94525,3.0395,2.2985,0.8926,0.5138,0.6694,0.5482,0.37075,0.27875,0.30275,0.51975,0.28915,2.78905,3.59245,3.56515,0.30205,0.49825,0.52475,0.37175,1.70937044490843,1.4315342330679,0.926616398323546,0.309301650292093,0
"260",0.98525,1.66325,1.18625,1.86725,1.67075,1.40075,4.0805,3.2075,0.8594,0.6754,0.6018,0.5002,0.56325,0.30525,0.38075,0.50375,2.27425,3.72115,1.80625,0.53485,0.63955,0.15445,0.93425,0.78665,0.441820665198186,0.336790400117261,4.72150736290117e-55,3.42169889174905,0
"261",1.03625,1.25825,1.83425,1.48775,0.54875,0.70775,2.2085,3.4955,0.865,0.5358,0.5022,0.6858,0.59375,0.33725,0.39275,0.20175,3.83425,2.82805,0.59335,0.33985,0.91315,0.94285,0.27545,0.80555,1.15278713655659,1.09907117790709,0.599370645957257,1.61199857346391e-95,1
"262",0.94175,1.45175,1.74725,1.73975,0.58025,0.97175,4.5065,4.0385,0.6498,0.6274,0.5946,0.769,0.56425,0.33525,0.50125,0.53025,1.30315,3.72505,3.95125,2.04415,0.11035,0.23365,0.06575,0.33845,NA,NA,NA,NA,0
"263",1.00925,0.91775,1.04375,1.67675,1.99775,1.84775,3.3785,2.8505,0.731,0.8734,0.721,0.8242,0.52075,0.50475,0.12175,0.43025,1.37335,1.36165,0.97165,0.78055,0.23635,0.55765,0.56255,0.20615,0.364858255608749,0.433288197115825,7.05774155950434,3.66204111730515e-139,0
"264",1.89425,0.99275,0.95075,1.42025,0.97325,0.96875,2.3465,3.6125,0.507,0.5466,0.8994,0.5158,0.19725,0.34575,0.41375,0.34525,1.34215,1.95445,1.10815,1.59955,0.68725,0.80605,0.43025,0.17195,1.36375472585325,1.14902665995302,1.01233506353403,0.00203859098715687,1
"265",0.69425,0.65525,0.66275,0.67175,1.50275,0.55325,3.7895,3.6215,0.5878,0.5146,0.847,0.8782,0.12475,0.38775,0.19575,0.19775,1.54885,2.49265,2.14165,2.99965,0.64855,0.90235,0.94235,0.23045,0.591207673608149,0.525632813773165,4.41545998912203e-55,0.945821616375392,1
"266",1.00025,1.74425,1.82825,0.76775,0.89375,1.18175,2.6765,4.7045,0.6986,0.7362,0.6522,0.8814,0.50675,0.51725,0.30075,0.34025,0.82345,0.69475,2.67595,3.89275,0.63505,0.84115,0.54995,0.24035,0.00737149002075989,0.0180510171741294,1.14491149576207e-153,1.13065581998952,0
"267",1.44425,0.64625,0.80075,1.33475,1.80125,1.62575,3.7325,2.1755,0.5382,0.629,0.7878,0.7138,0.10325,0.52075,0.13475,0.56325,1.33825,0.11755,0.76885,1.33435,0.28225,0.57475,0.51935,0.82805,0.823660474193756,1.14023155630842,2.50629455991999,0.941081933791589,1
"268",1.82675,1.94825,1.92425,0.86225,0.61925,1.04825,4.3415,2.1965,0.8346,0.717,0.5234,0.5422,0.31825,0.27225,0.50175,0.55825,3.34285,0.60115,2.59795,0.76495,0.16975,0.62155,0.63815,0.11615,0.033627341055924,0.44789303438776,1.68020975017959,-3.78061233805857e-26,1
"269",1.34075,0.70025,0.87425,1.09475,1.55525,1.32125,4.3745,3.6095,0.8498,0.8722,0.8658,0.5458,0.12375,0.47225,0.13575,0.44375,2.21185,2.09095,1.31875,3.44425,0.50275,0.86365,0.55535,0.32585,0.0223349366014377,0.020541455373517,0.320284151329723,4.94718327299976e-217,0
"270",1.40375,0.95675,1.84025,0.80975,1.20425,1.07975,3.6275,2.5985,0.8774,0.8238,0.6738,0.8054,0.50425,0.13425,0.41475,0.49925,2.00905,2.95285,2.02465,2.38735,0.67735,0.78985,0.81905,0.50765,0.0818913074695813,0.181634297337122,0.13585187469218,9.47105236918914e-97,0
"271",1.68125,0.52625,1.53725,0.86825,0.84875,1.77425,2.8805,3.8645,0.6778,0.625,0.7266,0.8582,0.38875,0.28625,0.45725,0.42325,1.88425,2.55505,3.36625,0.34765,0.24805,0.59545,0.60125,0.35735,0.0827403448161472,0.200175067728554,1.06867789782148,3.69304526158705e-200,0
"272",0.78425,1.22675,1.92875,1.52825,0.77975,1.52075,4.6925,3.9695,0.6842,0.5974,0.8958,0.7678,0.40675,0.51825,0.55275,0.17625,0.69865,2.46145,2.88655,0.67915,0.67555,0.80245,0.77765,0.89015,1.57534282443443,1.50577147020014,0.000224189512246061,2.27057460386978,1
"273",0.55625,1.74875,0.56225,0.88325,0.54725,0.79925,3.8765,4.0175,0.685,0.5382,0.5262,0.7482,0.56175,0.22975,0.10825,0.16775,0.86635,3.38185,2.63305,1.34995,0.77365,0.34795,0.57515,0.09635,0.0217954167311916,0.511109004538183,1.11170371025206e-17,0.784502070012355,1
"274",1.45475,1.70825,0.86525,1.15025,0.81725,0.82475,4.7585,3.9275,0.7998,0.6738,0.6262,0.8454,0.34375,0.36875,0.42525,0.25025,3.99415,3.94345,0.94045,3.73285,0.57745,0.95275,0.37985,0.88565,NA,NA,NA,NA,0
"275",1.67825,1.92575,1.21625,1.00025,1.84625,0.70475,4.7375,4.0535,0.7682,0.8198,0.8382,0.5962,0.57075,0.12575,0.13925,0.12325,2.05585,1.03795,0.45685,1.69315,0.41455,0.62965,0.83345,0.92345,0.00355367736967256,0.0130820269756722,1.126631297873,2.00428050898903e-109,0
"276",1.91825,1.42775,0.92225,1.60475,0.87125,1.66775,4.8155,4.6565,0.6402,0.623,0.8362,0.6234,0.12725,0.56525,0.29225,0.28825,3.27655,2.10655,2.82805,1.32265,0.87985,0.65215,0.26195,0.75245,0.11112581365494,0.16748991181708,9.82445669152949e-135,0.846207221689881,0
"277",1.07225,1.86275,1.13075,1.79975,1.85975,0.81125,3.3095,2.0945,0.7666,0.5758,0.5242,0.8586,0.55025,0.31725,0.54425,0.48725,2.11825,0.97165,0.65185,2.88265,0.76375,0.43885,0.87035,0.49235,1.45107404452042,0.643459277379063,1.061775207672,0.907236816132021,0
"278",1.74425,1.58225,0.71525,0.65675,1.86875,1.94075,2.7695,3.0155,0.7234,0.619,0.843,0.771,0.23025,0.13475,0.21075,0.19425,0.65965,0.76105,1.20175,2.05585,0.36055,0.74395,0.58775,0.19175,0.657399283498933,1.00815436478612,2.26906932919766,1.07519930546864,0
"279",0.89225,1.29575,0.51725,1.46225,1.95425,1.28825,2.2325,4.2245,0.6666,0.7222,0.5874,0.8286,0.53175,0.57475,0.23225,0.26325,0.75715,1.44355,2.12605,0.95605,0.77905,0.58555,0.41495,0.40595,0.494061316303989,1.02940728435815,2.1013856360657e-19,2.1735823426852,1
"280",0.90725,1.55375,1.45625,0.59225,1.12175,1.67825,4.7615,4.3115,0.7058,0.6642,0.6198,0.5462,0.53925,0.47125,0.38675,0.48525,2.44585,3.01915,0.26575,1.84525,0.78175,0.70075,0.27905,0.12515,3.94164619349358,2.9832741200593,1.9243078072865,9.63566200575179e-162,0
"281",0.64325,1.18625,1.97975,1.35125,0.70775,1.64975,3.8495,4.7465,0.791,0.5478,0.5014,0.8574,0.40875,0.22825,0.38825,0.34475,3.38965,0.85075,3.25705,1.44745,0.49915,0.75565,0.55355,0.42395,0.179411868106697,1.04568723739047,1.0335446765689e-25,1.60654545006491,1
"282",1.00475,1.79525,1.21325,1.59275,1.77875,1.46525,2.7785,2.1785,0.6934,0.685,0.5198,0.863,0.17575,0.18675,0.44375,0.10025,3.14005,3.33505,0.10195,1.47475,0.70975,0.70615,0.43475,0.55445,0.473311758657334,0.294336962262611,1.04242861066859,5.10783966112963e-230,0
"283",0.60875,1.77875,1.94375,1.35875,1.85075,1.96925,2.1995,2.7035,0.6798,0.7458,0.503,0.6606,0.18675,0.39675,0.50075,0.12725,2.80855,3.59635,1.56055,2.59795,0.20755,0.46045,0.15485,0.33305,NA,NA,NA,NA,0
"284",0.87125,1.58525,1.37375,1.27325,0.94325,0.61325,3.9365,2.2295,0.8002,0.7566,0.885,0.6126,0.11025,0.19025,0.14325,0.57825,1.13155,3.62755,1.62685,2.76175,0.80965,0.28855,0.87575,0.33035,0.281707728067018,0.216008724431613,1.14582647051906e-253,0.965218674417323,0
"285",0.80375,1.43825,1.28525,1.13225,0.84125,0.80525,3.3395,2.7695,0.8318,0.7982,0.7274,0.7294,0.38025,0.13175,0.40875,0.55475,2.99575,3.47935,1.76725,3.04645,0.26695,0.83305,0.36095,0.86315,NA,NA,NA,NA,0
"286",1.78775,1.02575,0.93725,1.55975,1.64375,1.59425,4.0895,3.6185,0.6126,0.7082,0.703,0.857,0.34225,0.10675,0.33325,0.57075,2.06365,1.86865,2.85925,1.37725,0.72685,0.83935,0.50585,0.11165,0.319891947153611,0.345438239387683,1.66517482642982,4.15511091526053e-12,0
"287",1.33475,0.88925,1.93025,1.91675,0.73025,0.84425,3.3965,2.3675,0.7674,0.7126,0.5414,0.5474,0.50775,0.55825,0.12925,0.48425,1.96615,0.72985,2.75395,3.86155,0.91855,0.57745,0.49865,0.27275,0.0499894361698178,0.102706824658437,9.50862107093891e-248,0.493578111230028,0
"288",0.74975,0.65975,1.05125,1.10825,1.32725,1.89125,2.3585,2.5835,0.5358,0.641,0.707,0.6962,0.29975,0.18775,0.21775,0.33525,0.34375,3.23365,3.23365,3.22975,0.37765,0.63595,0.74885,0.52115,0.185472467561308,0.200008971094985,4.82266229735914e-06,2.46651366661228,0
"289",1.14575,1.35875,0.85475,0.73625,0.62675,0.61925,3.6725,2.1455,0.8974,0.795,0.821,0.7082,0.51925,0.42625,0.45125,0.10925,1.58785,2.63305,0.43345,1.63075,0.15535,0.54775,0.71195,0.67055,NA,NA,NA,NA,0
"290",0.81875,0.83375,1.48925,0.96575,0.67475,1.45925,3.7715,4.2725,0.7318,0.6826,0.557,0.5798,0.12125,0.17125,0.10175,0.42725,1.27585,3.57685,0.58555,1.24855,0.23725,0.14815,0.89825,0.57515,0.0346396283528396,0.225232690808743,0.965904566585779,0.00197295678956981,1
"291",1.33775,0.99425,1.00925,1.21325,0.68075,1.85525,3.8195,4.9535,0.8766,0.665,0.5266,0.6298,0.57775,0.22525,0.57425,0.48775,0.65185,0.56215,1.35385,0.99115,0.26875,0.58015,0.62555,0.20165,0.216487705228829,0.973469708449665,4.04408315270696,1.95121096726593e-11,1
"292",1.46975,1.47125,1.10975,1.91225,0.50825,1.42325,2.6675,4.0355,0.6358,0.8234,0.6542,0.663,0.58675,0.40475,0.15575,0.43275,3.79525,1.54885,3.44035,1.12375,0.65125,0.24895,0.53735,0.47705,0.0441314043107546,0.773930450933253,5.11620987743751e-114,0.981360821611397,0
"293",0.85025,1.08875,1.25975,1.86425,1.32425,0.56675,3.9995,2.9855,0.7802,0.8186,0.5062,0.851,0.29625,0.56375,0.26325,0.51925,1.91155,3.15955,0.21115,0.20725,0.52615,0.41005,0.61925,0.80015,0.150610741535496,0.0848603930168307,1.11185805929556,4.11844632163256e-160,0
"294",1.66925,0.92225,1.64075,1.30175,0.79925,0.91925,2.0645,4.7075,0.6974,0.6706,0.5678,0.7806,0.11925,0.21025,0.15775,0.34225,2.43805,3.52615,1.36555,3.71725,0.63055,0.75025,0.11615,0.79115,0.740248981247899,0.117588865125938,0.531881153815596,7.27860508692986e-58,1
"295",1.47875,0.84125,1.52075,1.94825,1.58525,1.03775,4.5185,4.3895,0.5122,0.7994,0.7022,0.8098,0.44725,0.25425,0.52425,0.40475,1.09255,2.36785,1.93495,0.88195,0.48205,0.50815,0.41765,0.51035,0.0545521282211213,0.0217507862973778,0.475026111453613,0.383183778655075,0
"296",1.88525,1.70075,1.38725,1.98575,1.76225,1.78175,2.0105,4.0415,0.5518,0.7502,0.769,0.5754,0.19975,0.36025,0.18775,0.39225,0.58555,2.83975,3.32725,3.58465,0.72055,0.91855,0.12335,0.07745,0.12667342033921,0.122486379818742,1.3395541096117,0.784921726873662,0
"297",1.79075,1.33625,0.80675,0.87725,0.86525,0.51575,2.3615,2.6675,0.7258,0.861,0.5042,0.5226,0.32075,0.49725,0.59075,0.10425,1.11205,3.26875,3.72895,2.99575,0.60625,0.71335,0.77675,0.71555,0.799669887782854,0.646354669217208,0.906496128422041,8.49754136179272e-06,1
"298",1.37675,1.64375,0.52325,1.78625,1.13675,0.64475,2.9885,2.5745,0.7558,0.7854,0.5338,0.8902,0.51125,0.26475,0.50925,0.46625,2.05195,1.15105,3.37795,1.39285,0.11845,0.96895,0.17375,0.42215,0.149202369727262,0.0329702427528828,1.16773595491017,1.58319374042541e-133,0
"299",0.53225,1.20275,1.32125,1.94075,1.17725,1.38425,4.0685,4.3055,0.8618,0.651,0.7938,0.5166,0.38275,0.36575,0.18075,0.50475,0.10975,1.58005,0.50365,1.40455,0.38575,0.50995,0.37625,0.61925,1.87861536843864,0.747604005986233,0.000366973595945738,2.71911277264411,1
"300",1.33625,1.18775,0.62375,0.98225,0.66125,1.71725,4.3805,3.0935,0.861,0.8982,0.8186,0.7438,0.20475,0.39775,0.46425,0.20675,2.33275,2.20405,0.57385,2.55895,0.92215,0.86185,0.14495,0.47615,2.26395966317868,1.55507099392645,1.78139142606892,1.86551647465828e-68,0
"301",1.02275,0.50375,1.04225,0.98825,0.60275,1.34825,3.4355,3.0845,0.5822,0.735,0.6186,0.5782,0.11625,0.40725,0.40375,0.33975,2.73055,1.81795,2.61355,3.95515,0.58375,0.62065,0.49145,0.35195,0.498347598595187,1.34677739926913,8.96625369426262e-22,0.814631936263929,0
"302",0.88625,1.71575,1.42025,0.51725,1.70075,0.91175,3.9215,4.5545,0.7022,0.7258,0.5906,0.805,0.24025,0.59575,0.46575,0.48575,2.18845,3.40525,1.43185,3.61195,0.17875,0.88705,0.59765,0.14135,0.630375240463748,0.110165768705553,0.58617331900999,0,0
"303",1.26875,1.48175,0.67025,0.72125,0.85175,0.63125,2.6885,2.6525,0.8046,0.5294,0.5814,0.7682,0.37225,0.50425,0.58325,0.22675,2.36395,0.15655,3.11665,1.09255,0.33085,0.91045,0.21605,0.76685,1.05735270389164,1.71087672340137,1.82181995589595,0.0528218278325217,1
"304",1.83275,1.55825,1.51625,1.91525,1.08125,1.01075,3.5645,4.6985,0.5258,0.7066,0.7146,0.5258,0.48675,0.16475,0.18025,0.46025,1.09645,0.98725,1.82575,0.67525,0.27325,0.10765,0.11345,0.12245,0.0632083329124229,0.425504957533411,0.611400206665653,1.19922230303088,1
"305",1.85225,1.85225,0.87875,1.15925,1.11725,0.74525,4.8515,3.1625,0.757,0.6082,0.6582,0.6162,0.27975,0.26575,0.26675,0.35175,0.52705,3.73285,0.11365,0.87025,0.18415,0.41815,0.37715,0.53825,0.527423757458572,0.0333901536731614,2.24025573000491,2.10624805939705e-58,1
"306",1.15775,1.82375,0.57425,0.50075,1.77725,1.76225,4.8725,4.9895,0.6862,0.8886,0.5738,0.807,0.50825,0.40275,0.17875,0.43975,3.35065,1.01065,0.53095,2.74615,0.80065,0.97165,0.86765,0.24395,0.307065707403064,1.35913520517989,2.3530313484358,2.2101765279894,0
"307",1.37375,1.54325,1.86425,1.73075,1.55825,0.91625,2.9645,2.9285,0.7314,0.7758,0.677,0.5902,0.52125,0.47575,0.25275,0.55375,0.90145,1.14715,2.46145,3.15565,0.10495,0.36685,0.08375,0.30245,0.282040791661892,0.106546523246598,0.70985286005641,0.720007884185982,1
"308",0.86675,0.63575,0.99275,0.88025,0.91475,1.66925,2.9945,3.7565,0.859,0.883,0.609,0.6866,0.52825,0.58275,0.25675,0.39725,3.22585,3.53395,1.94665,3.18295,0.86365,0.74665,0.20615,0.14675,2.13659020213316,2.63352655795363,1.26926708460584,0.476801147358118,0
"309",0.55925,0.78275,1.88825,0.74375,0.92375,0.86675,2.6225,4.2635,0.6906,0.7938,0.6774,0.633,0.49625,0.32125,0.56475,0.32175,1.06525,1.10425,3.86935,0.55045,0.21745,0.82135,0.26375,0.77495,0.506769843119923,0.194120193551541,1.66611021714676,5.49429567748106e-189,0
"310",1.53425,1.19075,1.29875,0.80525,1.60325,1.06625,2.9465,2.3615,0.6426,0.6122,0.7774,0.7626,0.24425,0.48575,0.37325,0.26125,0.72985,0.98335,2.87875,0.27355,0.79795,0.69805,0.61205,0.65345,1.23374018006282,1.8168424310411,5.54348268332441e-05,1.76852037329888,1
"311",1.29575,1.38425,0.84725,1.57925,1.95125,1.23575,3.4745,2.4695,0.5994,0.5414,0.6806,0.7782,0.25725,0.19925,0.15325,0.15875,0.54655,1.59955,1.39285,1.16665,0.39655,0.11035,0.18455,0.94595,0.20769679265448,0.00950648433093454,-1.15094796988367e-45,2.43240815099903,1
"312",1.34975,1.15925,1.15625,0.92225,1.58075,1.31375,4.9625,2.7815,0.7794,0.5566,0.6414,0.533,0.26375,0.39475,0.16525,0.13425,1.82575,3.46375,1.65025,3.21415,0.36235,0.95185,0.21155,0.82445,0.0200119691043407,0.00182212256563109,0.320173334934915,8.51421068622493e-274,0
"313",0.91625,1.68425,1.87475,1.69175,0.95375,1.25675,2.1935,4.4285,0.849,0.8574,0.6478,0.823,0.16825,0.55375,0.32475,0.25525,0.56215,0.23845,0.13315,3.07765,0.28765,0.85285,0.88025,0.11525,0.640379189537582,1.71868802732386,1.58727551421033,1.1642844363571,1
"314",1.94825,0.53075,1.84325,1.87475,1.68875,1.53725,4.3055,2.4365,0.6722,0.7882,0.829,0.7022,0.23075,0.26825,0.48075,0.30925,3.45205,1.72435,1.04185,2.60575,0.89425,0.82225,0.22055,0.83885,0.979277925437805,0.511837803374322,1.35266553843096,7.89881448553306e-75,0
"315",1.90325,1.14575,0.96875,1.78175,0.76775,0.65225,4.8125,2.0705,0.7294,0.6638,0.7954,0.8802,0.28775,0.53475,0.20025,0.53075,1.90375,3.49495,1.81015,1.26025,0.75565,0.89695,0.68855,0.44645,0.297123342195258,0.30400480438875,1.58447053026733,3.36489455816538e-37,0
"316",0.88025,1.21925,1.76675,1.93475,1.87925,1.45475,4.6175,3.9065,0.5914,0.727,0.5054,0.7766,0.30675,0.38075,0.19975,0.30525,3.53005,0.21895,3.41695,3.46765,0.66295,0.80785,0.29165,0.85055,0.0795975269417469,0.0169211004307649,0.133388788370431,0.165770661461484,0
"317",1.30925,1.14425,0.89675,1.80125,1.64075,1.01225,2.7065,2.8025,0.7982,0.5958,0.6554,0.5854,0.20175,0.35225,0.57675,0.55175,1.20175,2.57845,1.07305,2.00905,0.40105,0.35335,0.80015,0.49685,0.415873355494484,0.47068042421038,1.73825345827886,3.5500572095033e-08,1
"318",1.36925,1.02275,0.94775,0.73475,1.37525,1.58525,2.6165,3.2885,0.7366,0.541,0.645,0.5398,0.18825,0.46975,0.13375,0.42275,3.12835,3.90835,1.59565,2.93335,0.21205,0.67105,0.75245,0.84695,-0.13311749214009,-0.798912960177471,-0.0251636940641541,4.95833562728918e-12,0
"319",1.73825,1.53575,1.89275,0.73325,0.83375,0.91025,4.4375,3.6005,0.8126,0.7014,0.5998,0.543,0.32875,0.43725,0.24325,0.33175,2.21575,3.14785,0.65575,1.74775,0.30385,0.93925,0.91085,0.91535,NA,NA,NA,NA,0
"320",1.81925,0.97325,1.14725,0.52925,0.81875,1.18025,3.3995,3.3605,0.623,0.721,0.8722,0.865,0.23725,0.51975,0.46275,0.19325,3.77185,2.59795,1.77115,3.79915,0.10585,0.65575,0.51845,0.89375,NA,NA,NA,NA,0
"321",1.52525,1.33775,0.82325,0.52475,1.25225,1.23125,4.7525,4.9385,0.5142,0.509,0.6178,0.8074,0.17375,0.13775,0.30625,0.26275,0.22285,3.72895,3.12055,0.85855,0.99865,0.13105,0.80645,0.20885,0.00437688350666197,0.0579932477887478,5.93219954846564e-308,0.982960301135338,0
"322",1.65275,1.61825,1.13975,0.53825,0.74975,0.92975,2.0345,4.5155,0.8758,0.8878,0.8066,0.7498,0.14925,0.52725,0.53025,0.50775,0.88195,0.64795,2.06365,2.80465,0.73405,0.69175,0.67685,0.09095,0.380314325009846,2.09492241268136,1.31481559291251e-99,2.13582746841619,0
"323",1.02125,1.18475,1.05875,1.15325,0.55625,1.45775,4.3295,3.2615,0.8502,0.6238,0.8342,0.5074,0.36325,0.20225,0.47675,0.30075,1.89595,3.39355,3.90055,2.58235,0.69175,0.27235,0.84965,0.16565,0.017276892960697,0.313877677236417,2.89188852877456e-114,0.785070770991564,0
"324",1.65125,1.59125,0.61475,1.74425,1.10375,0.92375,2.7545,3.9605,0.6738,0.6918,0.5142,0.5574,0.54025,0.46275,0.32625,0.42575,2.56675,1.95055,3.33505,2.87485,0.18685,0.17965,0.42395,0.62195,NA,NA,NA,NA,0
"325",1.75775,0.77525,0.55625,0.54425,1.63175,1.75325,4.1945,4.1585,0.7222,0.7278,0.5078,0.7342,0.39525,0.29825,0.10525,0.32425,3.47545,1.79455,0.84685,0.78445,0.42445,0.37315,0.15305,0.10805,0.0279588470303157,0.0135863028179598,0.12984924824865,1.3059359457865e-39,0
"326",1.03325,1.44875,1.67075,0.89225,1.06325,0.57275,4.5005,4.9115,0.621,0.675,0.8482,0.7182,0.49325,0.12475,0.27225,0.11575,2.68765,0.38665,1.29925,0.29305,0.47395,0.85735,0.56615,0.16205,0.537290018951713,1.8551602361979,1.60078619881514,-3.43309331890656e-33,1
"327",0.61325,0.55175,1.50575,1.93625,1.72625,0.97325,4.1585,4.4375,0.7134,0.6142,0.873,0.875,0.58425,0.58925,0.32225,0.55575,0.47245,3.76015,3.16735,0.17215,0.20035,0.64225,0.49505,0.70925,0.545195676260335,0.181288348107419,1.12415654284224,0.882263408940118,1
"328",0.73025,0.84875,1.38125,1.17425,0.61625,1.64825,4.4165,3.1085,0.6002,0.8774,0.6254,0.557,0.13875,0.45925,0.33475,0.54875,1.11985,2.86315,0.92485,0.44905,0.96625,0.14545,0.38435,0.44195,0.13912618271186,0.756079365208599,0.000100813802551907,3.96804875128294,1
