"","R1_0","R2_0","C1_0","C2_0","r1","r2","K1","K2","e11","e12","e21","e22","h11","h12","h21","h22","a11","a12","a21","a22","m1","m2","w11","w22","R1","R2","C1","C2","steady"
"503",1.06625,0.97025,1.92725,1.03925,1.84025,0.78875,2.7035,3.7325,0.6946,0.6506,0.5254,0.873,0.46825,0.41825,0.28075,0.31025,1.77115,2.06755,0.16045,3.79135,0.65665,0.16525,0.90545,0.46895,0.973746271649445,0.207363861967457,1.0516600237474,1.28785143261013,1
"504",0.84425,1.73225,1.10525,1.19525,0.56075,0.73175,4.5695,3.0515,0.6894,0.6162,0.8194,0.5722,0.14425,0.37125,0.50775,0.28275,1.20565,1.04185,3.57295,1.31875,0.42805,0.92575,0.10895,0.18455,2.38930144181698,1.71387259432953,0.311409658857925,0.0506050878402496,0
"505",1.80875,1.57175,1.63175,1.64525,1.99925,1.18325,4.2575,4.3415,0.6958,0.5262,0.6106,0.6222,0.31425,0.24775,0.12325,0.28075,0.99505,2.57455,0.96775,0.22285,0.67465,0.50275,0.27815,0.09455,1.01329338408933,0.825453757075385,0.777890331178147,1.69223498599592,1
"506",1.13825,1.38125,1.83875,1.11275,1.13225,1.02875,2.3045,2.4815,0.8362,0.773,0.7034,0.5542,0.55725,0.35125,0.34725,0.58975,3.63145,1.80625,2.05195,3.62755,0.14995,0.24535,0.37085,0.52295,NA,NA,NA,NA,0
"507",0.79025,1.53425,1.92275,1.58525,1.48625,1.35125,4.8455,4.3685,0.6046,0.7842,0.539,0.6178,0.45375,0.38675,0.48875,0.21025,1.72045,3.58465,3.06595,1.08085,0.30835,0.32455,0.84785,0.19895,NA,NA,NA,NA,0
"508",0.58325,0.55925,1.25075,0.60125,1.42475,1.20575,3.1505,3.9455,0.811,0.5622,0.815,0.635,0.26675,0.35875,0.56375,0.23075,3.44815,3.39745,0.22285,2.48095,0.99235,0.96445,0.50315,0.22955,0.451876994653335,0.446891569796179,2.4034234103157,7.08829240965331e-245,0
"509",1.39475,0.74675,1.85675,1.96625,1.13975,1.70225,3.6635,3.2795,0.6534,0.835,0.8646,0.8338,0.15075,0.58875,0.13125,0.44225,2.90215,0.12145,0.32425,0.26575,0.71155,0.54955,0.81635,0.63905,0.772886084351393,3.21160063799976,0.770838530265898,0.000349785894668624,1
"510",1.95125,1.66025,0.58475,1.38425,0.64325,1.06475,2.9435,4.3355,0.7454,0.6454,0.8598,0.637,0.55525,0.49275,0.19425,0.19975,2.59405,1.06915,0.51145,3.68215,0.51625,0.21835,0.09095,0.82265,0.615236618713754,0.0382119873400144,8.13258453902125e-08,1.35041121046971,1
"511",1.55075,1.84625,1.95725,1.90175,1.97975,1.97375,3.0485,2.7335,0.8546,0.7498,0.6162,0.7886,0.21125,0.50975,0.11125,0.50275,1.81405,1.67365,3.09325,1.62295,0.59635,0.53515,0.25565,0.52385,0.100652171652872,0.16876265490406,1.21278175481574e-55,2.05354913652223,0
"512",1.61675,0.54275,1.58075,0.61775,1.23575,0.71225,2.3495,2.1215,0.8658,0.7374,0.765,0.7526,0.57925,0.17275,0.24925,0.29675,1.75555,2.27815,0.12535,2.23915,0.95275,0.81055,0.83255,0.71645,1.62169991520025,1.07086401952821,0.603158311814474,0.301567630304022,1
"513",1.67225,0.67175,0.81725,0.62525,1.94675,1.94675,4.2215,2.8445,0.6142,0.7054,0.7482,0.5642,0.23825,0.33875,0.25575,0.36275,2.54725,0.99115,3.38575,1.30705,0.57205,0.91585,0.05765,0.78305,1.39698423422017,0.921344531355411,0.228053260261488,2.10539741154584,1
"514",1.48925,1.44125,1.36925,1.18325,1.73825,0.79625,3.7925,4.9655,0.6658,0.827,0.5974,0.587,0.12875,0.48025,0.31175,0.15425,1.02625,2.64085,2.09485,0.39445,0.40825,0.52615,0.12965,0.83075,0.934167533267076,0.122115493303092,0.602441224347661,1.09952135899824,1
"515",1.63175,1.48025,1.03175,0.62075,1.51025,1.20425,2.8415,2.1125,0.899,0.6798,0.537,0.7702,0.59475,0.16275,0.12525,0.17725,0.81565,3.11665,3.39355,0.52315,0.63865,0.84385,0.82085,0.15575,0.672963001095974,0.97750988138853,1.13094416479108,0.297790725604543,1
"516",1.28825,1.76075,0.97775,1.54625,1.38125,0.75725,3.4925,3.8195,0.8438,0.8958,0.7898,0.8202,0.48075,0.41425,0.53875,0.21575,3.76015,3.84985,1.26025,2.42635,0.82765,0.14365,0.80375,0.60935,0.00176305761117041,0.000379784938877592,3.7084550124834e-221,1.69052131230618,0
"517",1.46375,0.83225,1.10375,0.85175,0.97925,0.72725,4.3535,4.8935,0.7006,0.5038,0.7286,0.8566,0.38575,0.35775,0.14025,0.12275,0.54265,1.61905,3.20635,0.49195,0.78805,0.47575,0.71285,0.76415,0.567071255404927,0.812353090541794,-4.15153385069368e-30,1.62674325337358,1
"518",0.85625,1.35425,0.87275,1.02125,1.78025,0.99575,4.5155,4.1105,0.8374,0.5562,0.7082,0.8302,0.38725,0.42975,0.51075,0.22375,1.44355,3.47545,1.83745,0.68305,0.81595,0.60985,0.42035,0.05585,0.101126941442277,0.259238198981114,0.380619971062676,0.724999960223903,0
"519",0.71225,0.94325,1.81925,1.34675,0.66425,1.67975,3.2045,2.0075,0.5658,0.5674,0.5346,0.6346,0.21575,0.47025,0.44525,0.10975,0.81955,3.30385,3.92395,0.78835,0.55225,0.51535,0.11075,0.81455,0.977003556346999,0.583209300147935,0.634802309233082,0.572367029897229,1
"520",0.83225,1.22375,1.75475,1.57475,1.69325,0.64175,2.8085,4.3535,0.6686,0.5878,0.5622,0.7822,0.27375,0.45725,0.14475,0.19025,1.81015,0.28915,0.27355,3.63145,0.34795,0.41725,0.83705,0.47795,0.385838230592156,0.340246230045359,1.06684727842859,0.379524968992181,1
"521",0.64175,0.86225,0.59375,1.25075,0.51125,0.54275,4.0565,4.3565,0.777,0.5626,0.7438,0.6314,0.14175,0.15725,0.26125,0.51875,0.91705,2.22355,0.78055,0.40615,0.44515,0.98425,0.53285,0.41585,0.698114925092967,0.384003848364715,0.7559171331213,1.42733611882849e-74,1
"522",1.13225,1.72025,1.52225,1.60625,0.60425,1.86575,3.2585,2.8415,0.737,0.6334,0.8762,0.7102,0.40925,0.58975,0.14575,0.24375,3.26875,2.03245,1.79845,3.93565,0.33175,0.58105,0.87845,0.85235,0.178209608928617,0.2760344968532,0.227674359576508,0.568636580280748,1
"523",1.81325,1.18175,1.35575,1.75175,1.88525,1.61525,4.6895,4.8245,0.7886,0.8538,0.6194,0.889,0.18075,0.56975,0.46975,0.35625,1.87255,3.87325,3.90835,3.24145,0.26335,0.38305,0.55445,0.42035,NA,NA,NA,NA,0
"524",1.61825,0.51125,1.28975,1.29875,0.77375,1.94225,4.5125,3.0035,0.7238,0.5278,0.5378,0.7798,0.39475,0.11275,0.52275,0.31275,3.08545,3.54955,2.44195,3.19855,0.72415,0.80155,0.58235,0.91175,0.489938815237142,0.509278059916018,0.495977774282327,0.56502219309434,0
"525",1.43525,0.96575,0.70475,1.20575,1.95725,1.54925,4.1375,3.8975,0.7974,0.5718,0.8738,0.5138,0.38675,0.54275,0.56075,0.30225,0.64015,3.75625,1.09645,0.25405,0.37315,0.74305,0.28715,0.66335,1.00754041800083,0.0710536106438924,3.35354028768959,4.71291777485967e-13,1
"526",1.92575,1.64225,1.48775,1.90625,1.61525,0.55625,2.9705,3.3305,0.8902,0.6182,0.6706,0.815,0.34675,0.12525,0.48375,0.58275,2.37955,0.64015,2.10655,3.92395,0.59815,0.21025,0.18635,0.40325,0.0163531839166496,0.00109053218419641,4.53367427487376e-120,0.310992918217718,0
"527",1.45025,1.69925,1.36775,1.83875,1.33475,1.12775,3.5945,3.5465,0.6438,0.7722,0.8634,0.5974,0.41525,0.51625,0.12225,0.12125,2.27035,1.11985,1.56835,1.06525,0.94915,0.59635,0.27095,0.43655,0.587904784207985,0.856084891398596,2.10776748651197e-24,1.68403505133547,1
"528",1.50575,1.30325,1.90775,1.26125,0.66575,1.19675,3.1955,3.9035,0.663,0.8738,0.5522,0.5346,0.24525,0.53575,0.40525,0.40175,3.52615,3.70945,1.86085,2.54335,0.78625,0.67555,0.06845,0.13685,0.0897675508548177,0.058155553353762,0.0129920658935641,7.34923799641055e-85,0
"529",1.78925,1.27325,1.61375,1.40225,0.78125,1.93475,4.0865,3.0665,0.7354,0.8478,0.6098,0.895,0.30925,0.33375,0.14725,0.36875,1.74775,1.42015,3.19855,2.53945,0.68005,0.51715,0.71735,0.72005,0.0453522447543959,0.0357177050690472,2.36430414448834e-167,1.59003332965194,0
"530",0.81275,0.79775,0.79925,1.68425,0.87575,1.82075,3.9905,4.9055,0.605,0.781,0.8038,0.7366,0.28625,0.45425,0.25375,0.10675,1.47475,1.17445,2.84365,0.92485,0.25165,0.48115,0.43385,0.65075,0.319513072947947,1.58732362554048,1.49057677919336,1.57028787165521e-81,0
"531",1.54775,1.33325,1.58975,1.37225,0.95225,1.43225,3.0425,4.4495,0.669,0.8138,0.5666,0.595,0.43075,0.51525,0.53475,0.42075,0.50755,1.00675,0.90145,1.95835,0.58645,0.86545,0.06125,0.63635,2.77009856246718,1.13892178738165,1.95354534481968,3.4486394631592e-13,1
"532",1.16075,1.54775,0.66425,0.68225,1.29425,1.15625,4.3565,2.4905,0.6342,0.5994,0.7802,0.6438,0.31475,0.59375,0.45475,0.21675,3.06595,0.83515,2.66815,2.96845,0.77095,0.99685,0.61655,0.09815,1.72621829472112,2.2345444165416,9.8582208890415e-30,1.57487072772474,0
"533",0.86525,1.01975,0.95675,0.83375,1.25675,1.51925,4.1345,2.4935,0.5758,0.501,0.6006,0.8366,0.20425,0.24125,0.32175,0.58575,0.28135,1.65805,1.66585,0.38275,0.78085,0.83395,0.85145,0.50405,2.42571730592459,2.304379266625,2.42946341946125e-05,1.17375590214136,1
"534",0.50825,1.83275,1.77425,1.31075,1.37825,1.91975,4.3505,2.3405,0.535,0.5074,0.5206,0.8846,0.24875,0.25925,0.39625,0.31525,0.17995,1.93885,1.39675,0.84685,0.12385,0.26335,0.68675,0.70475,0.47735619768276,0.376870826189506,0.614081557033484,2.75045260985785,1
"535",1.21625,1.03925,1.25225,1.40825,1.22525,1.97525,4.2995,3.1445,0.6038,0.7926,0.511,0.5662,0.18225,0.28225,0.25425,0.29825,2.23915,2.62135,1.84135,1.36165,0.86455,0.81145,0.46535,0.14855,0.926582506166287,1.04050471928875,1.40004359789438,2.49368980034388e-151,0
"536",0.97475,1.31825,1.44725,0.84575,1.53275,1.27775,4.3985,3.3785,0.7654,0.5614,0.831,0.6182,0.11575,0.12875,0.41175,0.24875,0.11365,3.00355,2.14945,1.70095,0.22465,0.81415,0.49775,0.83255,1.2832015684095,0.323899875599125,0.123443458503236,1.60580284415676,0
"537",1.98725,1.13825,1.80425,1.33325,1.28675,1.64075,4.5095,3.8465,0.619,0.7998,0.5506,0.5162,0.48925,0.50025,0.28875,0.20825,1.43965,1.68145,2.59405,1.61905,0.20125,0.13465,0.69125,0.93965,0.00048066026213652,-3.08855344239099e-05,7.17647642920267e-07,0.302191185326419,0
"538",1.09925,1.63325,1.91525,0.71675,1.10075,0.96575,4.7405,3.9335,0.8302,0.8558,0.6382,0.6846,0.19425,0.30625,0.23875,0.20475,3.12055,0.89365,2.45365,1.84135,0.80245,0.32635,0.40595,0.66515,0.244168146920663,0.0924945509955903,1.10808491093028e-141,0.0820311021614437,0
"539",1.14425,1.25675,1.66925,1.72175,0.61475,1.73675,3.0935,4.6925,0.7606,0.5522,0.7434,0.6802,0.10975,0.15475,0.48425,0.15975,0.44125,2.70325,1.06915,2.77345,0.74215,0.56125,0.81275,0.23315,0.189182966800078,0.625569943555308,3.37212096096545e-10,1.28584806612472,1
"540",0.94475,1.56725,1.81775,1.58825,0.87725,1.13825,3.5015,2.8265,0.637,0.5186,0.797,0.6494,0.41375,0.59475,0.51625,0.56225,0.14095,3.49885,3.53395,2.64865,0.52255,0.63775,0.14585,0.39695,2.66438173927268,2.61468163123321,4.92710248574354e-25,0.612341766056484,0
"541",1.71875,0.80975,1.07225,1.61825,1.81625,1.45325,2.0675,4.5125,0.8654,0.8482,0.5102,0.5858,0.24725,0.10425,0.11875,0.33275,1.01455,0.14875,3.83035,3.03475,0.83485,0.43435,0.81185,0.84335,0.456642214976484,0.107327757717042,5.56032659474373e-81,0.964335202408267,1
"542",1.04075,1.30475,1.69025,1.21625,1.70525,1.20125,2.9555,2.9045,0.5946,0.8554,0.5614,0.5126,0.52975,0.57725,0.53075,0.35575,2.46535,2.73835,1.75165,1.82965,0.56035,0.84655,0.68945,0.49145,2.41398441018791,1.89661097855138,0.338159277805912,8.45615420694126e-180,0
"543",1.06025,1.29275,1.34675,1.44425,0.88175,1.69925,3.3425,4.1075,0.5974,0.6486,0.7238,0.883,0.59825,0.20025,0.48625,0.16325,3.73675,3.63925,0.41395,0.30865,0.47665,0.51895,0.78125,0.59855,0.0532960998876973,0.349823360056481,0.798464784888269,2.94447455505601e-188,0
"544",1.20575,1.44425,1.73825,1.31975,0.82175,0.57125,3.0725,3.1715,0.5342,0.5366,0.839,0.6058,0.51775,0.27375,0.24425,0.21775,0.53875,1.85695,0.42955,2.31325,0.34345,0.89335,0.83165,0.36995,1.1441197935142,1.15487649286442,1.57327574365491,5.83297342260442e-16,1
"545",0.71975,1.82225,1.38425,0.66275,1.34825,0.62525,2.4515,2.1995,0.673,0.839,0.8026,0.6138,0.43025,0.30275,0.55625,0.52325,0.37105,2.07535,2.73835,2.59015,0.89245,0.70975,0.64535,0.36185,0.764329195690041,0.668488873223555,-1.19922535952011e-183,1.05378294794567,0
"546",1.49525,1.03025,1.47125,0.89975,1.71875,0.74825,2.2355,4.0025,0.6898,0.8266,0.549,0.5106,0.58775,0.50775,0.58425,0.26825,3.24535,3.22975,2.36005,2.18845,0.70345,0.23545,0.16295,0.63815,0.273261546739394,0.113260628135588,3.03278396007464e-165,2.16956780878136,0
"547",1.90775,1.21175,0.66575,0.74825,1.44275,1.39325,2.8055,4.8185,0.7282,0.5242,0.8426,0.7322,0.26325,0.49625,0.34775,0.49275,0.13315,1.08865,3.91225,3.33115,0.50635,0.67375,0.76505,0.73625,0.000534635004438951,0.000221866578384358,8.34799972165804e-137,1.66184103434934,0
"548",1.12325,1.84025,1.30175,1.48175,1.96625,1.34975,3.6905,3.4805,0.8826,0.8026,0.6494,0.7698,0.40125,0.34625,0.36525,0.46575,1.94275,1.64635,1.52935,0.52705,0.46585,0.56395,0.82985,0.32945,0.00834329559528006,0.0266028052862603,0.810972814096968,1.08982588033556e-128,0
"549",0.84575,1.90325,1.44425,0.75725,1.16075,1.57925,4.1015,4.5245,0.5978,0.8414,0.6638,0.8414,0.15875,0.27075,0.51775,0.45575,1.31485,3.98635,0.18775,0.51145,0.65395,0.15985,0.89465,0.23765,0.350067980586844,0.866762998469188,0.978415788816503,2.91911552903274,0
"550",1.96175,1.56275,1.66325,0.64775,1.38275,0.56375,2.2895,2.2175,0.6794,0.6422,0.7494,0.8102,0.19175,0.56075,0.53575,0.11025,0.87415,2.88265,0.17215,3.25705,0.76555,0.76825,0.51395,0.12965,1.87281133544817,0.837319413344941,0.664757355109278,5.30608104977487e-11,1
"551",1.17425,0.82925,1.14575,0.50225,1.47425,1.67075,3.8705,3.5045,0.7766,0.5666,0.6094,0.559,0.13275,0.43325,0.34375,0.43725,3.09715,2.96845,3.11275,2.63695,0.48385,0.71785,0.65885,0.45095,0.157482425755223,0.312664514510723,4.5183805388916,5.30290820417427e-160,0
"552",1.70225,0.75125,0.70325,1.08125,1.75025,0.68825,3.5255,3.6515,0.8522,0.6866,0.5718,0.6954,0.41575,0.40625,0.29025,0.40375,1.12375,2.42635,2.70325,3.81085,0.83755,0.93295,0.33395,0.18815,1.54067550747571,1.7531336133013,1.89157264845542e-06,1.45368567371429,0
"553",1.05275,0.72725,1.14425,1.01975,1.05125,1.88075,4.6625,2.7545,0.701,0.7726,0.8254,0.7414,0.14125,0.55125,0.25975,0.59525,3.78745,1.59565,1.25245,1.76335,0.29035,0.79795,0.30785,0.42845,0.141138017537271,1.22095110378089,0.43989659175371,5.70776087010952e-239,0
"554",0.90275,1.12475,1.41725,0.55625,1.00175,1.90025,2.8145,2.4095,0.5146,0.691,0.6062,0.6902,0.45425,0.56475,0.39975,0.40925,2.23135,2.78515,1.01065,2.05195,0.92575,0.27955,0.29705,0.35915,0.25216967045614,0.387497297022194,3.92668760649778e-66,2.02443517084122,1
"555",1.13675,1.70525,1.79075,0.81275,1.31525,1.27325,2.0525,4.8845,0.6854,0.5634,0.7554,0.5758,0.29875,0.39075,0.36725,0.50125,1.58395,3.92785,0.93655,0.20335,0.90955,0.23455,0.14315,0.65165,0.873172865936709,1.14337855669463,0.587790217864483,3.6979348028353,0
"556",0.79925,1.72625,0.80975,1.48325,1.22375,1.95425,3.1325,2.4455,0.8554,0.627,0.509,0.5214,0.11075,0.46425,0.51475,0.42625,1.38505,3.27265,2.75005,2.28205,0.51805,0.93385,0.40955,0.87035,0.998710469546517,0.907464548333563,0.597772994354366,1.56329986972529e-264,0
"557",1.88375,0.58325,0.69725,1.54775,1.12625,1.29725,2.9345,2.4005,0.603,0.709,0.7606,0.7962,0.16575,0.50825,0.23925,0.56375,2.60575,1.20565,0.16825,1.37335,0.34165,0.90595,0.94595,0.23135,0.027811700369543,0.810349229000144,1.49992633386222,3.39985793358537e-25,1
"558",1.48025,1.36625,0.74225,1.34075,1.09775,0.67325,3.3125,4.6295,0.7918,0.889,0.6618,0.8138,0.39225,0.16775,0.33075,0.38475,1.82965,1.49425,3.62755,0.99895,0.87175,0.91675,0.27635,0.19445,1.10034756621317,0.812128418494586,0.183399893133419,0.135244299017175,0
"559",1.22675,0.84275,0.88475,1.27025,1.02425,1.99925,3.8675,2.0855,0.5942,0.633,0.8258,0.5134,0.13625,0.29875,0.31875,0.39575,3.63535,3.65875,2.31325,1.56835,0.47035,0.30565,0.07205,0.22325,0.528083769211442,0.961776844140784,0.678489500086484,0.387493806955,0
"560",1.64675,1.13225,1.83275,1.73225,1.29275,0.87575,4.8935,2.8925,0.8198,0.5942,0.8702,0.811,0.24275,0.23575,0.39725,0.53575,3.44035,0.81175,0.47245,2.99185,0.13645,0.96175,0.49235,0.51485,0.0851392378503302,0.222689332648914,1.43353527039036,-1.10054899649269e-99,1
"561",1.60475,1.35125,1.12625,1.12925,0.69425,1.77275,4.3925,4.6595,0.7978,0.679,0.8286,0.8874,0.52875,0.58725,0.27925,0.38225,0.58165,0.16825,3.50665,1.72045,0.90865,0.65485,0.52655,0.49955,0.184257388969282,0.646831026789191,9.88131291682493e-324,3.33671889002205,0
"562",1.68425,0.53675,1.91675,1.66325,1.13825,0.56225,2.1275,4.4075,0.7074,0.6578,0.8622,0.7502,0.22075,0.43625,0.52575,0.26775,1.21735,3.99025,2.29375,2.30155,0.26785,0.14905,0.38345,0.45725,0.26467072697232,0.113055687502728,7.34660128387748e-72,0.655337406043636,0
"563",1.42625,1.69175,1.10225,1.61975,1.21775,0.55925,3.8225,2.2715,0.645,0.5102,0.5726,0.755,0.55775,0.43975,0.20775,0.31825,1.66975,0.69865,3.05425,2.26645,0.22105,0.42265,0.05135,0.50045,0.339224483885224,0.208819996011867,4.50585678004051e-41,0.699332644827402,1
"564",1.41725,0.94625,1.25825,0.90875,1.76375,1.04225,3.6785,4.1885,0.8206,0.7402,0.5534,0.647,0.27925,0.25825,0.46825,0.24975,1.63855,2.28595,1.68535,2.31715,0.27595,0.96715,0.38255,0.05135,0.280416497391535,0.0781770207955369,1.58620639719573,1.4348796599784e-304,0
"565",1.91225,1.90925,0.79775,0.82175,1.54925,0.76625,3.8915,4.7135,0.5118,0.6206,0.811,0.5894,0.35525,0.31775,0.15475,0.44875,0.44515,2.09485,3.23755,3.54955,0.83665,0.89425,0.79025,0.93875,0.626829546217945,0.0218907282252126,5.98104979191943e-35,0.749875288366588,1
"566",0.84875,0.77225,0.94925,1.56125,1.79975,0.83225,3.2285,4.5095,0.8614,0.867,0.6378,0.8362,0.51475,0.45675,0.46375,0.55275,1.44745,0.48415,0.85075,2.47705,0.46765,0.95725,0.40325,0.06035,0.846789038530097,0.866340205141143,3.15085599175641,6.52098759547032e-37,1
"567",0.75125,1.50875,0.75725,1.65275,0.56225,1.19225,4.2365,3.0215,0.8394,0.6258,0.7946,0.7246,0.46325,0.46325,0.45575,0.26225,3.62755,2.15725,2.71885,1.79845,0.14725,0.36415,0.93785,0.73175,0.0078946733848074,0.40516392077703,1.5061095313365,4.63108523885146e-76,0
"568",0.82475,1.95875,0.55025,1.88375,1.39475,1.55825,3.1445,2.7605,0.7926,0.7954,0.5302,0.649,0.13075,0.34675,0.16425,0.39875,1.23685,2.43805,2.68375,2.34835,0.12835,0.19315,0.45185,0.40235,0.131222213218129,0.0621558503233379,1.86500448135327,1.10492939813913e-15,0
"569",0.54875,0.97175,1.97675,0.67025,1.97675,1.71875,2.4785,4.5005,0.5894,0.7318,0.8334,0.5446,0.19475,0.17875,0.42325,0.47175,3.74455,0.68695,0.13705,2.67205,0.85915,0.98605,0.61565,0.07205,0.478624527775371,2.25093132757323,2.17091914048841,2.58687679794184e-09,1
"570",1.73375,1.20725,1.37675,1.44875,1.39625,0.95375,4.1135,4.1285,0.5482,0.507,0.771,0.6622,0.53425,0.38525,0.12475,0.22775,2.12995,2.97625,1.01845,1.89595,0.28495,0.72775,0.14405,0.91895,0.142622778829663,0.0156762607136185,3.33580813065856,3.15922700075636e-153,0
"571",1.64075,1.73825,1.22825,1.73825,1.37075,0.50225,4.4705,2.1155,0.8762,0.8746,0.713,0.7206,0.54875,0.45475,0.10875,0.23575,3.14395,3.68995,3.21805,3.46375,0.33535,0.39925,0.51575,0.29075,NA,NA,NA,NA,0
"572",0.91025,0.77825,0.88325,1.90325,0.58925,1.53425,3.1175,4.7405,0.743,0.8146,0.6326,0.7666,0.31225,0.21825,0.40275,0.10575,2.43025,0.45685,3.10885,3.29995,0.28045,0.20665,0.69845,0.40685,0.0311377892525137,0.10988356712202,7.32698515852722e-22,0.666431206849811,1
"573",1.09475,1.11875,0.99425,0.52025,1.79525,0.62075,2.2595,4.7285,0.6398,0.5326,0.7754,0.5786,0.38975,0.28075,0.31125,0.51725,3.42865,0.80785,3.03085,1.06915,0.21925,0.39475,0.25385,0.45995,0.255742049742161,0.139796685269082,1.39157669831904,0.000776713290081419,1
"574",1.87475,1.94525,1.19075,1.83275,1.36175,1.29125,2.1605,4.8065,0.8946,0.6394,0.7414,0.8066,0.55075,0.31025,0.20925,0.43875,3.10885,2.48875,2.24695,2.09875,0.43255,0.64675,0.42485,0.31415,1.39314145918556,1.56732924633367,0.0787657576191195,4.10302451980594e-86,0
"575",1.29125,1.81625,0.93275,0.76175,0.53225,1.10375,3.8165,3.7355,0.629,0.7046,0.6798,0.7734,0.40725,0.47825,0.51675,0.20275,2.33665,0.50365,1.68925,3.76795,0.41275,0.40465,0.42755,0.54095,0.284680682760956,0.227884474266707,2.90082238649759e-44,0.687045665203015,1
"576",0.56525,1.81325,1.44575,0.96725,0.90725,1.02275,3.2885,4.1855,0.5718,0.893,0.8122,0.6594,0.42225,0.32575,0.30925,0.22575,1.46695,1.90765,2.62135,1.63465,0.65755,0.72685,0.83795,0.58865,0.225661376585768,0.269366829436337,1.18325010539717e-79,1.90282258874284,0
"577",1.57625,0.65675,1.59725,1.68725,1.69475,0.51125,4.6355,3.8735,0.8542,0.7906,0.891,0.597,0.24125,0.42825,0.36775,0.41325,0.94825,2.84365,0.80005,0.94045,0.24355,0.22375,0.40775,0.47165,0.350525863617095,0.0261082711874419,1.96674457309612,0.00260356217988599,1
"578",1.09775,0.75275,1.05725,1.70825,1.21175,1.29275,4.4885,4.3655,0.6182,0.7326,0.5086,0.735,0.54275,0.17475,0.21175,0.30725,2.48875,1.33045,2.81635,1.17835,0.93475,0.92845,0.46085,0.78755,1.7456227759071,1.35500706562697,9.62488917204136e-08,1.66435171922354,1
"579",1.59425,0.61475,0.92975,1.60325,0.97025,1.59275,2.1425,2.1935,0.531,0.7562,0.6834,0.7166,0.32575,0.55425,0.23475,0.27275,3.61195,1.03405,0.96385,3.45595,0.65575,0.86995,0.72185,0.88745,0.690313771986375,0.57576570071856,0.378369162995589,0.556229715084131,1
"580",1.76225,1.41725,1.39025,1.49825,0.55175,1.05575,2.8895,2.2535,0.6198,0.8406,0.7206,0.859,0.53525,0.39275,0.45625,0.28225,3.88885,3.38575,2.17285,2.51995,0.84115,0.92215,0.58685,0.75695,1.01627212335329,0.692417059763928,0.0756164595312952,0.678298312235125,1
"581",0.66725,1.66475,0.68825,1.26575,1.71275,1.52225,4.9955,2.4155,0.5502,0.7138,0.6286,0.6374,0.15725,0.40175,0.17325,0.23775,2.36785,1.84525,0.60895,1.26415,0.88165,0.93745,0.48425,0.54275,1.13402655910102,0.951893425361843,1.6478209749556,1.07186111580994e-27,1
"582",1.08125,1.29125,1.88375,1.91975,1.25075,1.31225,2.4875,2.8235,0.8918,0.5238,0.7758,0.8134,0.25275,0.22175,0.21325,0.56975,0.96775,2.55115,0.28915,3.97465,0.73765,0.20035,0.24485,0.78125,1.00570715801529,0.0356275170285725,6.68848645691244e-05,3.08866491098217,1
"583",1.63625,1.37075,1.99925,0.71825,0.90275,1.00025,2.0225,4.9685,0.8486,0.615,0.7714,0.8378,0.42525,0.18575,0.24125,0.14525,1.67365,2.14945,3.04255,0.46075,0.49105,0.70795,0.75875,0.52565,0.501592729692328,1.42411756938327,0.629448864200867,2.56219662380445e-165,0
"584",1.96475,0.81875,0.99875,0.75575,1.86725,1.19825,2.7755,3.2735,0.6466,0.8906,0.7038,0.6238,0.54675,0.44025,0.13025,0.45425,1.08475,3.87715,3.88885,2.04025,0.67105,0.18235,0.70565,0.29255,0.305247666495687,0.322921570191998,2.99402763309406e-217,0.343190967181,0
"585",1.86425,1.67375,1.27475,1.65575,1.25525,1.10225,2.3945,2.9795,0.6302,0.8334,0.8218,0.8594,0.17025,0.11025,0.47975,0.21125,1.77505,1.59175,3.80305,1.13545,0.74665,0.94915,0.13775,0.15485,0.734952293779998,0.638460333256097,0.69943100541851,0.464105449618133,1
"586",1.93775,1.45025,0.86075,1.10525,0.57575,1.83575,4.8965,4.2185,0.6518,0.6978,0.7942,0.5054,0.17275,0.27275,0.36575,0.32075,2.19625,2.01685,2.95675,2.60185,0.52975,0.96985,0.91175,0.81095,0.0204468014927897,0.627040155646399,1.30532963495001,7.5291858907227e-28,1
"587",1.95425,1.45775,1.63475,1.61075,1.62275,1.47425,3.3605,4.4105,0.6138,0.6202,0.5798,0.5342,0.50625,0.33125,0.27275,0.46675,0.94045,2.56285,1.14325,2.89045,0.44335,0.85105,0.12605,0.40145,1.65995870874175,0.152282954107727,2.19038846462915,2.27750635990379e-05,1
"588",0.73625,1.17725,1.47725,1.58975,1.19675,0.55175,4.7255,4.0925,0.5166,0.7202,0.787,0.555,0.51175,0.47075,0.31025,0.20975,3.58075,3.68215,0.52315,2.27425,0.95185,0.38125,0.66065,0.88655,1.23551484207061,0.0225781713202373,2.41985538739726e-13,2.2721377672954,1
"589",0.78575,1.65425,0.54125,1.12625,1.65725,1.36325,2.6285,2.9225,0.5386,0.519,0.729,0.7422,0.20725,0.55275,0.11575,0.46975,1.85305,1.84135,2.28205,0.70645,0.93745,0.57295,0.28355,0.55535,0.655568017267752,1.13594577363054,6.4236782539534e-12,2.26383878949639,1
"590",1.39625,0.73775,1.28225,1.84175,1.16225,0.84275,4.1315,3.5375,0.5338,0.865,0.7086,0.6666,0.57325,0.45225,0.49075,0.46225,0.60505,0.10585,2.50045,0.97555,0.13735,0.21925,0.40505,0.06395,0.00101350531179823,0.0277026517766902,1.97787873431138e-31,1.16237299771392,0
